CodVenda;Data;CodProduto;Preço;Quantidade;Subtotal
3724;07/11/2019;32;R$ 2.400,00;2;R$ 4.800,00
3725;07/11/2019;23;R$ 800,00;3;R$ 2.400,00
3726;07/11/2019;18;R$ 335,00;1;R$ 335,00
3727;07/11/2019;25;R$ 180,00;1;R$ 180,00
3728;07/11/2019;18;R$ 335,00;5;R$ 1.675,00
3729;07/11/2019;20;R$ 4.500,00;2;R$ 9.000,00
3730;07/11/2019;21;R$ 360,00;1;R$ 360,00
3731;07/11/2019;15;R$ 750,00;2;R$ 1.500,00
3732;07/11/2019;26;R$ 225,00;5;R$ 1.125,00
3733;08/11/2019;14;R$ 830,00;1;R$ 830,00
3734;08/11/2019;5;R$ 899,90;4;R$ 3.599,60
3735;08/11/2019;1;R$ 1.499,50;3;R$ 4.498,50
3736;08/11/2019;5;R$ 899,90;1;R$ 899,90
3737;08/11/2019;25;R$ 180,00;4;R$ 720,00
3738;08/11/2019;21;R$ 360,00;1;R$ 360,00
3739;08/11/2019;15;R$ 750,00;1;R$ 750,00
3740;08/11/2019;11;R$ 1.322,00;3;R$ 3.966,00
3741;08/11/2019;25;R$ 180,00;5;R$ 900,00
3742;08/11/2019;31;R$ 2.300,00;1;R$ 2.300,00
3743;08/11/2019;25;R$ 180,00;3;R$ 540,00
3744;08/11/2019;14;R$ 830,00;2;R$ 1.660,00
3745;09/11/2019;13;R$ 3.200,00;1;R$ 3.200,00
3746;09/11/2019;31;R$ 2.300,00;3;R$ 6.900,00
3747;09/11/2019;31;R$ 2.300,00;3;R$ 6.900,00
3748;09/11/2019;28;R$ 180,00;4;R$ 720,00
3749;09/11/2019;28;R$ 180,00;3;R$ 540,00
3750;09/11/2019;11;R$ 1.322,00;5;R$ 6.610,00
3751;09/11/2019;14;R$ 830,00;1;R$ 830,00
3752;09/11/2019;29;R$ 85,00;3;R$ 255,00
3753;09/11/2019;25;R$ 180,00;1;R$ 180,00
3754;09/11/2019;26;R$ 225,00;2;R$ 450,00
3755;09/11/2019;9;R$ 1.899,00;4;R$ 7.596,00
3756;09/11/2019;24;R$ 480,00;5;R$ 2.400,00
3757;10/11/2019;10;R$ 1.199,00;3;R$ 3.597,00
3758;10/11/2019;21;R$ 360,00;2;R$ 720,00
3759;10/11/2019;10;R$ 1.199,00;3;R$ 3.597,00
3760;10/11/2019;12;R$ 4.500,00;4;R$ 18.000,00
3761;10/11/2019;19;R$ 334,00;4;R$ 1.336,00
3762;10/11/2019;5;R$ 899,90;1;R$ 899,90
3763;10/11/2019;7;R$ 1.200,00;2;R$ 2.400,00
3764;10/11/2019;26;R$ 225,00;5;R$ 1.125,00
3765;10/11/2019;5;R$ 899,90;3;R$ 2.699,70
3766;10/11/2019;5;R$ 899,90;2;R$ 1.799,80
3767;10/11/2019;12;R$ 4.500,00;4;R$ 18.000,00
3768;10/11/2019;3;R$ 1.099,00;4;R$ 4.396,00
3769;11/11/2019;28;R$ 180,00;5;R$ 900,00
3770;11/11/2019;9;R$ 1.899,00;2;R$ 3.798,00
3771;11/11/2019;25;R$ 180,00;4;R$ 720,00
3772;11/11/2019;18;R$ 335,00;2;R$ 670,00
3773;11/11/2019;8;R$ 2.300,00;3;R$ 6.900,00
3774;11/11/2019;32;R$ 2.400,00;2;R$ 4.800,00
3775;11/11/2019;15;R$ 750,00;2;R$ 1.500,00
3776;11/11/2019;12;R$ 4.500,00;4;R$ 18.000,00
3777;11/11/2019;18;R$ 335,00;3;R$ 1.005,00
3778;11/11/2019;20;R$ 4.500,00;1;R$ 4.500,00
3779;11/11/2019;24;R$ 480,00;4;R$ 1.920,00
3780;11/11/2019;27;R$ 120,00;2;R$ 240,00
3781;12/11/2019;8;R$ 2.300,00;2;R$ 4.600,00
3782;12/11/2019;10;R$ 1.199,00;4;R$ 4.796,00
3783;12/11/2019;26;R$ 225,00;5;R$ 1.125,00
3784;12/11/2019;26;R$ 225,00;2;R$ 450,00
3785;12/11/2019;13;R$ 3.200,00;3;R$ 9.600,00
3786;12/11/2019;22;R$ 1.150,00;5;R$ 5.750,00
3787;12/11/2019;21;R$ 360,00;2;R$ 720,00
3788;12/11/2019;15;R$ 750,00;3;R$ 2.250,00
3789;12/11/2019;9;R$ 1.899,00;5;R$ 9.495,00
3790;12/11/2019;24;R$ 480,00;1;R$ 480,00
3791;12/11/2019;16;R$ 790,00;2;R$ 1.580,00
3792;12/11/2019;32;R$ 2.400,00;1;R$ 2.400,00
3793;13/11/2019;29;R$ 85,00;1;R$ 85,00
3794;13/11/2019;24;R$ 480,00;1;R$ 480,00
3795;13/11/2019;14;R$ 830,00;2;R$ 1.660,00
3796;13/11/2019;8;R$ 2.300,00;2;R$ 4.600,00
3797;13/11/2019;32;R$ 2.400,00;4;R$ 9.600,00
3798;13/11/2019;22;R$ 1.150,00;2;R$ 2.300,00
3799;13/11/2019;5;R$ 899,90;1;R$ 899,90
3800;13/11/2019;30;R$ 515,00;5;R$ 2.575,00
3801;13/11/2019;8;R$ 2.300,00;1;R$ 2.300,00
3802;13/11/2019;16;R$ 790,00;4;R$ 3.160,00
3803;13/11/2019;11;R$ 1.322,00;5;R$ 6.610,00
3804;13/11/2019;10;R$ 1.199,00;4;R$ 4.796,00
3805;14/11/2019;14;R$ 830,00;2;R$ 1.660,00
3806;14/11/2019;30;R$ 515,00;1;R$ 515,00
3807;14/11/2019;15;R$ 750,00;3;R$ 2.250,00
3808;14/11/2019;19;R$ 334,00;4;R$ 1.336,00
3809;14/11/2019;27;R$ 120,00;4;R$ 480,00
3810;14/11/2019;22;R$ 1.150,00;2;R$ 2.300,00
3811;14/11/2019;9;R$ 1.899,00;5;R$ 9.495,00
3812;14/11/2019;27;R$ 120,00;1;R$ 120,00
3813;14/11/2019;31;R$ 2.300,00;3;R$ 6.900,00
3814;14/11/2019;16;R$ 790,00;4;R$ 3.160,00
3815;14/11/2019;20;R$ 4.500,00;4;R$ 18.000,00
3816;14/11/2019;8;R$ 2.300,00;4;R$ 9.200,00
3817;15/11/2019;11;R$ 1.322,00;5;R$ 6.610,00
3818;15/11/2019;3;R$ 1.099,00;1;R$ 1.099,00
3819;15/11/2019;19;R$ 334,00;1;R$ 334,00
3820;15/11/2019;27;R$ 120,00;5;R$ 600,00
3821;15/11/2019;8;R$ 2.300,00;2;R$ 4.600,00
3822;15/11/2019;21;R$ 360,00;2;R$ 720,00
3823;15/11/2019;28;R$ 180,00;2;R$ 360,00
3824;15/11/2019;19;R$ 334,00;1;R$ 334,00
3825;15/11/2019;4;R$ 799,90;4;R$ 3.199,60
3826;15/11/2019;6;R$ 1.190,50;5;R$ 5.952,50
3827;15/11/2019;21;R$ 360,00;4;R$ 1.440,00
3828;15/11/2019;20;R$ 4.500,00;5;R$ 22.500,00
3829;16/11/2019;22;R$ 1.150,00;1;R$ 1.150,00
3830;16/11/2019;18;R$ 335,00;5;R$ 1.675,00
3831;16/11/2019;24;R$ 480,00;1;R$ 480,00
3832;16/11/2019;28;R$ 180,00;5;R$ 900,00
3833;16/11/2019;23;R$ 800,00;1;R$ 800,00
3834;16/11/2019;6;R$ 1.190,50;5;R$ 5.952,50
3835;16/11/2019;31;R$ 2.300,00;5;R$ 11.500,00
3836;16/11/2019;27;R$ 120,00;1;R$ 120,00
3837;16/11/2019;31;R$ 2.300,00;3;R$ 6.900,00
3838;16/11/2019;25;R$ 180,00;4;R$ 720,00
3839;16/11/2019;4;R$ 799,90;5;R$ 3.999,50
3840;16/11/2019;1;R$ 1.499,50;4;R$ 5.998,00
3841;17/11/2019;1;R$ 1.499,50;2;R$ 2.999,00
3842;17/11/2019;2;R$ 1.899,50;2;R$ 3.799,00
3843;17/11/2019;31;R$ 2.300,00;5;R$ 11.500,00
3844;17/11/2019;24;R$ 480,00;1;R$ 480,00
3845;17/11/2019;18;R$ 335,00;1;R$ 335,00
3846;17/11/2019;2;R$ 1.899,50;3;R$ 5.698,50
3847;17/11/2019;31;R$ 2.300,00;3;R$ 6.900,00
3848;17/11/2019;15;R$ 750,00;5;R$ 3.750,00
3849;17/11/2019;29;R$ 85,00;3;R$ 255,00
3850;17/11/2019;17;R$ 1.340,00;4;R$ 5.360,00
3851;17/11/2019;17;R$ 1.340,00;1;R$ 1.340,00
3852;17/11/2019;5;R$ 899,90;5;R$ 4.499,50
3853;18/11/2019;25;R$ 180,00;3;R$ 540,00
3854;18/11/2019;24;R$ 480,00;1;R$ 480,00
3855;18/11/2019;26;R$ 225,00;1;R$ 225,00
3856;18/11/2019;12;R$ 4.500,00;1;R$ 4.500,00
3857;18/11/2019;28;R$ 180,00;2;R$ 360,00
3858;18/11/2019;14;R$ 830,00;5;R$ 4.150,00
3859;18/11/2019;7;R$ 1.200,00;1;R$ 1.200,00
3860;18/11/2019;21;R$ 360,00;3;R$ 1.080,00
3861;18/11/2019;21;R$ 360,00;1;R$ 360,00
3862;18/11/2019;15;R$ 750,00;1;R$ 750,00
3863;18/11/2019;12;R$ 4.500,00;4;R$ 18.000,00
3864;18/11/2019;8;R$ 2.300,00;4;R$ 9.200,00
3865;19/11/2019;15;R$ 750,00;3;R$ 2.250,00
3866;19/11/2019;31;R$ 2.300,00;4;R$ 9.200,00
3867;19/11/2019;30;R$ 515,00;3;R$ 1.545,00
3868;19/11/2019;15;R$ 750,00;5;R$ 3.750,00
3869;19/11/2019;7;R$ 1.200,00;5;R$ 6.000,00
3870;19/11/2019;25;R$ 180,00;2;R$ 360,00
3871;19/11/2019;9;R$ 1.899,00;1;R$ 1.899,00
3872;19/11/2019;20;R$ 4.500,00;4;R$ 18.000,00
3873;19/11/2019;20;R$ 4.500,00;3;R$ 13.500,00
3874;19/11/2019;4;R$ 799,90;1;R$ 799,90
3875;19/11/2019;23;R$ 800,00;5;R$ 4.000,00
3876;19/11/2019;5;R$ 899,90;4;R$ 3.599,60
3877;20/11/2019;7;R$ 1.200,00;4;R$ 4.800,00
3878;20/11/2019;25;R$ 180,00;5;R$ 900,00
3879;20/11/2019;16;R$ 790,00;5;R$ 3.950,00
3880;20/11/2019;22;R$ 1.150,00;1;R$ 1.150,00
3881;20/11/2019;21;R$ 360,00;3;R$ 1.080,00
3882;20/11/2019;15;R$ 750,00;1;R$ 750,00
3883;20/11/2019;14;R$ 830,00;3;R$ 2.490,00
3884;20/11/2019;25;R$ 180,00;4;R$ 720,00
3885;20/11/2019;4;R$ 799,90;2;R$ 1.599,80
3886;20/11/2019;3;R$ 1.099,00;2;R$ 2.198,00
3887;20/11/2019;25;R$ 180,00;1;R$ 180,00
3888;20/11/2019;8;R$ 2.300,00;1;R$ 2.300,00
3889;21/11/2019;23;R$ 800,00;5;R$ 4.000,00
3890;21/11/2019;27;R$ 120,00;3;R$ 360,00
3891;21/11/2019;20;R$ 4.500,00;2;R$ 9.000,00
3892;21/11/2019;12;R$ 4.500,00;4;R$ 18.000,00
3893;21/11/2019;27;R$ 120,00;4;R$ 480,00
3894;21/11/2019;2;R$ 1.899,50;5;R$ 9.497,50
3895;21/11/2019;5;R$ 899,90;5;R$ 4.499,50
3896;21/11/2019;24;R$ 480,00;5;R$ 2.400,00
3897;21/11/2019;28;R$ 180,00;5;R$ 900,00
3898;21/11/2019;25;R$ 180,00;3;R$ 540,00
3899;21/11/2019;9;R$ 1.899,00;4;R$ 7.596,00
3900;21/11/2019;1;R$ 1.499,50;2;R$ 2.999,00
3901;22/11/2019;15;R$ 750,00;5;R$ 3.750,00
3902;22/11/2019;28;R$ 180,00;3;R$ 540,00
3903;22/11/2019;28;R$ 180,00;4;R$ 720,00
3904;22/11/2019;8;R$ 2.300,00;1;R$ 2.300,00
3905;22/11/2019;30;R$ 515,00;3;R$ 1.545,00
3906;22/11/2019;19;R$ 334,00;4;R$ 1.336,00
3907;22/11/2019;8;R$ 2.300,00;1;R$ 2.300,00
3908;22/11/2019;2;R$ 1.899,50;3;R$ 5.698,50
3909;22/11/2019;32;R$ 2.400,00;4;R$ 9.600,00
3910;22/11/2019;20;R$ 4.500,00;5;R$ 22.500,00
3911;22/11/2019;14;R$ 830,00;2;R$ 1.660,00
3912;22/11/2019;4;R$ 799,90;4;R$ 3.199,60
3913;23/11/2019;9;R$ 1.899,00;3;R$ 5.697,00
3914;23/11/2019;28;R$ 180,00;2;R$ 360,00
3915;23/11/2019;10;R$ 1.199,00;1;R$ 1.199,00
3916;23/11/2019;15;R$ 750,00;2;R$ 1.500,00
3917;23/11/2019;28;R$ 180,00;5;R$ 900,00
3918;23/11/2019;23;R$ 800,00;5;R$ 4.000,00
3919;23/11/2019;30;R$ 515,00;5;R$ 2.575,00
3920;23/11/2019;19;R$ 334,00;3;R$ 1.002,00
3921;23/11/2019;18;R$ 335,00;5;R$ 1.675,00
3922;23/11/2019;6;R$ 1.190,50;2;R$ 2.381,00
3923;23/11/2019;16;R$ 790,00;3;R$ 2.370,00
3924;23/11/2019;13;R$ 3.200,00;2;R$ 6.400,00
3925;24/11/2019;15;R$ 750,00;1;R$ 750,00
3926;24/11/2019;19;R$ 334,00;2;R$ 668,00
3927;24/11/2019;25;R$ 180,00;3;R$ 540,00
3928;24/11/2019;29;R$ 85,00;2;R$ 170,00
3929;24/11/2019;7;R$ 1.200,00;3;R$ 3.600,00
3930;24/11/2019;31;R$ 2.300,00;1;R$ 2.300,00
3931;24/11/2019;23;R$ 800,00;3;R$ 2.400,00
3932;24/11/2019;14;R$ 830,00;4;R$ 3.320,00
3933;24/11/2019;24;R$ 480,00;2;R$ 960,00
3934;24/11/2019;30;R$ 515,00;1;R$ 515,00
3935;24/11/2019;11;R$ 1.322,00;3;R$ 3.966,00
3936;24/11/2019;21;R$ 360,00;5;R$ 1.800,00
3937;25/11/2019;17;R$ 1.340,00;5;R$ 6.700,00
3938;25/11/2019;13;R$ 3.200,00;5;R$ 16.000,00
3939;25/11/2019;32;R$ 2.400,00;4;R$ 9.600,00
3940;25/11/2019;4;R$ 799,90;4;R$ 3.199,60
3941;25/11/2019;25;R$ 180,00;5;R$ 900,00
3942;25/11/2019;25;R$ 180,00;5;R$ 900,00
3943;25/11/2019;8;R$ 2.300,00;1;R$ 2.300,00
3944;25/11/2019;4;R$ 799,90;1;R$ 799,90
3945;25/11/2019;26;R$ 225,00;2;R$ 450,00
3946;25/11/2019;11;R$ 1.322,00;2;R$ 2.644,00
3947;25/11/2019;31;R$ 2.300,00;3;R$ 6.900,00
3948;25/11/2019;16;R$ 790,00;1;R$ 790,00
3949;26/11/2019;5;R$ 899,90;2;R$ 1.799,80
3950;26/11/2019;1;R$ 1.499,50;3;R$ 4.498,50
3951;26/11/2019;12;R$ 4.500,00;3;R$ 13.500,00
3952;26/11/2019;3;R$ 1.099,00;3;R$ 3.297,00
3953;26/11/2019;9;R$ 1.899,00;2;R$ 3.798,00
3954;26/11/2019;4;R$ 799,90;5;R$ 3.999,50
3955;26/11/2019;26;R$ 225,00;3;R$ 675,00
3956;26/11/2019;30;R$ 515,00;5;R$ 2.575,00
3957;26/11/2019;24;R$ 480,00;1;R$ 480,00
3958;26/11/2019;2;R$ 1.899,50;4;R$ 7.598,00
3959;26/11/2019;16;R$ 790,00;3;R$ 2.370,00
3960;26/11/2019;3;R$ 1.099,00;5;R$ 5.495,00
3961;27/11/2019;12;R$ 4.500,00;5;R$ 22.500,00
3962;27/11/2019;16;R$ 790,00;5;R$ 3.950,00
3963;27/11/2019;4;R$ 799,90;3;R$ 2.399,70
3964;27/11/2019;13;R$ 3.200,00;5;R$ 16.000,00
3965;27/11/2019;18;R$ 335,00;4;R$ 1.340,00
3966;27/11/2019;3;R$ 1.099,00;2;R$ 2.198,00
3967;27/11/2019;13;R$ 3.200,00;5;R$ 16.000,00
3968;27/11/2019;21;R$ 360,00;1;R$ 360,00
3969;27/11/2019;28;R$ 180,00;4;R$ 720,00
3970;27/11/2019;31;R$ 2.300,00;3;R$ 6.900,00
3971;27/11/2019;16;R$ 790,00;2;R$ 1.580,00
3972;27/11/2019;25;R$ 180,00;2;R$ 360,00
3973;28/11/2019;14;R$ 830,00;3;R$ 2.490,00
3974;28/11/2019;14;R$ 830,00;3;R$ 2.490,00
3975;28/11/2019;3;R$ 1.099,00;5;R$ 5.495,00
3976;28/11/2019;8;R$ 2.300,00;4;R$ 9.200,00
3977;28/11/2019;19;R$ 334,00;2;R$ 668,00
3978;28/11/2019;18;R$ 335,00;4;R$ 1.340,00
3979;28/11/2019;23;R$ 800,00;3;R$ 2.400,00
3980;28/11/2019;7;R$ 1.200,00;5;R$ 6.000,00
3981;28/11/2019;5;R$ 899,90;4;R$ 3.599,60
3982;28/11/2019;26;R$ 225,00;2;R$ 450,00
3983;28/11/2019;3;R$ 1.099,00;1;R$ 1.099,00
3984;28/11/2019;8;R$ 2.300,00;2;R$ 4.600,00
3985;29/11/2019;11;R$ 1.322,00;3;R$ 3.966,00
3986;29/11/2019;29;R$ 85,00;4;R$ 340,00
3987;29/11/2019;11;R$ 1.322,00;1;R$ 1.322,00
3988;29/11/2019;29;R$ 85,00;4;R$ 340,00
3989;29/11/2019;19;R$ 334,00;1;R$ 334,00
3990;29/11/2019;30;R$ 515,00;4;R$ 2.060,00
3991;29/11/2019;13;R$ 3.200,00;3;R$ 9.600,00
3992;29/11/2019;14;R$ 830,00;4;R$ 3.320,00
3993;29/11/2019;7;R$ 1.200,00;4;R$ 4.800,00
3994;29/11/2019;27;R$ 120,00;4;R$ 480,00
3995;29/11/2019;11;R$ 1.322,00;1;R$ 1.322,00
3996;29/11/2019;11;R$ 1.322,00;1;R$ 1.322,00
3997;30/11/2019;15;R$ 750,00;1;R$ 750,00
3998;30/11/2019;13;R$ 3.200,00;1;R$ 3.200,00
3999;30/11/2019;9;R$ 1.899,00;4;R$ 7.596,00
4000;30/11/2019;32;R$ 2.400,00;2;R$ 4.800,00
4001;30/11/2019;3;R$ 1.099,00;4;R$ 4.396,00
4002;30/11/2019;12;R$ 4.500,00;2;R$ 9.000,00
4003;30/11/2019;16;R$ 790,00;2;R$ 1.580,00
4004;30/11/2019;9;R$ 1.899,00;3;R$ 5.697,00
4005;30/11/2019;30;R$ 515,00;2;R$ 1.030,00
4006;30/11/2019;22;R$ 1.150,00;1;R$ 1.150,00
4007;30/11/2019;10;R$ 1.199,00;4;R$ 4.796,00
4008;30/11/2019;21;R$ 360,00;3;R$ 1.080,00
