CodVenda;Data;CodProduto;Preço;Quantidade;Subtotal
3105;16/09/2019;23;R$ 800,00;3;R$ 2.400,00
3106;16/09/2019;4;R$ 799,90;1;R$ 799,90
3107;16/09/2019;9;R$ 1.899,00;4;R$ 7.596,00
3108;16/09/2019;19;R$ 334,00;4;R$ 1.336,00
3109;17/09/2019;21;R$ 360,00;1;R$ 360,00
3110;17/09/2019;32;R$ 2.400,00;5;R$ 12.000,00
3111;17/09/2019;7;R$ 1.200,00;5;R$ 6.000,00
3112;17/09/2019;14;R$ 830,00;4;R$ 3.320,00
3113;17/09/2019;19;R$ 334,00;4;R$ 1.336,00
3114;17/09/2019;29;R$ 85,00;2;R$ 170,00
3115;17/09/2019;29;R$ 85,00;1;R$ 85,00
3116;17/09/2019;16;R$ 790,00;3;R$ 2.370,00
3117;17/09/2019;8;R$ 2.300,00;2;R$ 4.600,00
3118;17/09/2019;20;R$ 4.500,00;5;R$ 22.500,00
3119;17/09/2019;29;R$ 85,00;4;R$ 340,00
3120;17/09/2019;16;R$ 790,00;4;R$ 3.160,00
3121;18/09/2019;7;R$ 1.200,00;3;R$ 3.600,00
3122;18/09/2019;7;R$ 1.200,00;5;R$ 6.000,00
3123;18/09/2019;10;R$ 1.199,00;4;R$ 4.796,00
3124;18/09/2019;12;R$ 4.500,00;3;R$ 13.500,00
3125;18/09/2019;13;R$ 3.200,00;1;R$ 3.200,00
3126;18/09/2019;11;R$ 1.322,00;2;R$ 2.644,00
3127;18/09/2019;5;R$ 899,90;2;R$ 1.799,80
3128;18/09/2019;20;R$ 4.500,00;4;R$ 18.000,00
3129;18/09/2019;14;R$ 830,00;5;R$ 4.150,00
3130;18/09/2019;25;R$ 180,00;2;R$ 360,00
3131;18/09/2019;7;R$ 1.200,00;3;R$ 3.600,00
3132;18/09/2019;10;R$ 1.199,00;2;R$ 2.398,00
3133;19/09/2019;25;R$ 180,00;3;R$ 540,00
3134;19/09/2019;12;R$ 4.500,00;3;R$ 13.500,00
3135;19/09/2019;19;R$ 334,00;2;R$ 668,00
3136;19/09/2019;17;R$ 1.340,00;1;R$ 1.340,00
3137;19/09/2019;17;R$ 1.340,00;2;R$ 2.680,00
3138;19/09/2019;10;R$ 1.199,00;1;R$ 1.199,00
3139;19/09/2019;29;R$ 85,00;5;R$ 425,00
3140;19/09/2019;1;R$ 1.499,50;4;R$ 5.998,00
3141;19/09/2019;7;R$ 1.200,00;3;R$ 3.600,00
3142;19/09/2019;7;R$ 1.200,00;4;R$ 4.800,00
3143;19/09/2019;6;R$ 1.190,50;5;R$ 5.952,50
3144;19/09/2019;7;R$ 1.200,00;3;R$ 3.600,00
3145;20/09/2019;1;R$ 1.499,50;1;R$ 1.499,50
3146;20/09/2019;24;R$ 480,00;3;R$ 1.440,00
3147;20/09/2019;3;R$ 1.099,00;5;R$ 5.495,00
3148;20/09/2019;18;R$ 335,00;3;R$ 1.005,00
3149;20/09/2019;3;R$ 1.099,00;4;R$ 4.396,00
3150;20/09/2019;1;R$ 1.499,50;3;R$ 4.498,50
3151;20/09/2019;22;R$ 1.150,00;4;R$ 4.600,00
3152;20/09/2019;11;R$ 1.322,00;4;R$ 5.288,00
3153;20/09/2019;29;R$ 85,00;4;R$ 340,00
3154;20/09/2019;2;R$ 1.899,50;4;R$ 7.598,00
3155;20/09/2019;21;R$ 360,00;4;R$ 1.440,00
3156;20/09/2019;3;R$ 1.099,00;2;R$ 2.198,00
3157;21/09/2019;4;R$ 799,90;4;R$ 3.199,60
3158;21/09/2019;4;R$ 799,90;1;R$ 799,90
3159;21/09/2019;6;R$ 1.190,50;3;R$ 3.571,50
3160;21/09/2019;7;R$ 1.200,00;5;R$ 6.000,00
3161;21/09/2019;18;R$ 335,00;1;R$ 335,00
3162;21/09/2019;14;R$ 830,00;3;R$ 2.490,00
3163;21/09/2019;9;R$ 1.899,00;2;R$ 3.798,00
3164;21/09/2019;28;R$ 180,00;2;R$ 360,00
3165;21/09/2019;12;R$ 4.500,00;4;R$ 18.000,00
3166;21/09/2019;32;R$ 2.400,00;2;R$ 4.800,00
3167;21/09/2019;23;R$ 800,00;5;R$ 4.000,00
3168;21/09/2019;31;R$ 2.300,00;2;R$ 4.600,00
3169;22/09/2019;8;R$ 2.300,00;1;R$ 2.300,00
3170;22/09/2019;30;R$ 515,00;1;R$ 515,00
3171;22/09/2019;26;R$ 225,00;1;R$ 225,00
3172;22/09/2019;15;R$ 750,00;5;R$ 3.750,00
3173;22/09/2019;12;R$ 4.500,00;2;R$ 9.000,00
3174;22/09/2019;4;R$ 799,90;1;R$ 799,90
3175;22/09/2019;30;R$ 515,00;2;R$ 1.030,00
3176;22/09/2019;16;R$ 790,00;3;R$ 2.370,00
3177;22/09/2019;17;R$ 1.340,00;5;R$ 6.700,00
3178;22/09/2019;8;R$ 2.300,00;3;R$ 6.900,00
3179;22/09/2019;24;R$ 480,00;4;R$ 1.920,00
3180;22/09/2019;25;R$ 180,00;2;R$ 360,00
3181;23/09/2019;15;R$ 750,00;4;R$ 3.000,00
3182;23/09/2019;29;R$ 85,00;4;R$ 340,00
3183;23/09/2019;30;R$ 515,00;5;R$ 2.575,00
3184;23/09/2019;1;R$ 1.499,50;5;R$ 7.497,50
3185;23/09/2019;13;R$ 3.200,00;3;R$ 9.600,00
3186;23/09/2019;11;R$ 1.322,00;4;R$ 5.288,00
3187;23/09/2019;17;R$ 1.340,00;3;R$ 4.020,00
3188;23/09/2019;14;R$ 830,00;3;R$ 2.490,00
3189;23/09/2019;6;R$ 1.190,50;1;R$ 1.190,50
3190;23/09/2019;17;R$ 1.340,00;3;R$ 4.020,00
3191;23/09/2019;24;R$ 480,00;3;R$ 1.440,00
3192;23/09/2019;5;R$ 899,90;3;R$ 2.699,70
3193;24/09/2019;25;R$ 180,00;5;R$ 900,00
3194;24/09/2019;29;R$ 85,00;5;R$ 425,00
3195;24/09/2019;3;R$ 1.099,00;5;R$ 5.495,00
3196;24/09/2019;15;R$ 750,00;3;R$ 2.250,00
3197;24/09/2019;9;R$ 1.899,00;4;R$ 7.596,00
3198;24/09/2019;10;R$ 1.199,00;4;R$ 4.796,00
3199;24/09/2019;27;R$ 120,00;2;R$ 240,00
3200;24/09/2019;15;R$ 750,00;4;R$ 3.000,00
3201;24/09/2019;31;R$ 2.300,00;1;R$ 2.300,00
3202;24/09/2019;18;R$ 335,00;3;R$ 1.005,00
3203;24/09/2019;20;R$ 4.500,00;4;R$ 18.000,00
3204;24/09/2019;9;R$ 1.899,00;1;R$ 1.899,00
3205;25/09/2019;27;R$ 120,00;1;R$ 120,00
3206;25/09/2019;19;R$ 334,00;2;R$ 668,00
3207;25/09/2019;10;R$ 1.199,00;1;R$ 1.199,00
3208;25/09/2019;1;R$ 1.499,50;2;R$ 2.999,00
3209;25/09/2019;1;R$ 1.499,50;1;R$ 1.499,50
3210;25/09/2019;24;R$ 480,00;2;R$ 960,00
3211;25/09/2019;9;R$ 1.899,00;1;R$ 1.899,00
3212;25/09/2019;30;R$ 515,00;4;R$ 2.060,00
3213;25/09/2019;28;R$ 180,00;3;R$ 540,00
3214;25/09/2019;16;R$ 790,00;4;R$ 3.160,00
3215;25/09/2019;30;R$ 515,00;3;R$ 1.545,00
3216;25/09/2019;30;R$ 515,00;5;R$ 2.575,00
3217;26/09/2019;26;R$ 225,00;4;R$ 900,00
3218;26/09/2019;31;R$ 2.300,00;4;R$ 9.200,00
3219;26/09/2019;26;R$ 225,00;4;R$ 900,00
3220;26/09/2019;21;R$ 360,00;3;R$ 1.080,00
3221;26/09/2019;10;R$ 1.199,00;1;R$ 1.199,00
3222;26/09/2019;1;R$ 1.499,50;2;R$ 2.999,00
3223;26/09/2019;28;R$ 180,00;4;R$ 720,00
3224;26/09/2019;19;R$ 334,00;1;R$ 334,00
3225;26/09/2019;29;R$ 85,00;4;R$ 340,00
3226;26/09/2019;32;R$ 2.400,00;4;R$ 9.600,00
3227;26/09/2019;13;R$ 3.200,00;1;R$ 3.200,00
3228;26/09/2019;1;R$ 1.499,50;1;R$ 1.499,50
3229;27/09/2019;14;R$ 830,00;3;R$ 2.490,00
3230;27/09/2019;22;R$ 1.150,00;1;R$ 1.150,00
3231;27/09/2019;5;R$ 899,90;5;R$ 4.499,50
3232;27/09/2019;24;R$ 480,00;5;R$ 2.400,00
3233;27/09/2019;24;R$ 480,00;1;R$ 480,00
3234;27/09/2019;20;R$ 4.500,00;3;R$ 13.500,00
3235;27/09/2019;3;R$ 1.099,00;3;R$ 3.297,00
3236;27/09/2019;29;R$ 85,00;5;R$ 425,00
3237;27/09/2019;7;R$ 1.200,00;3;R$ 3.600,00
3238;27/09/2019;2;R$ 1.899,50;1;R$ 1.899,50
3239;27/09/2019;20;R$ 4.500,00;1;R$ 4.500,00
3240;27/09/2019;32;R$ 2.400,00;4;R$ 9.600,00
3241;28/09/2019;31;R$ 2.300,00;5;R$ 11.500,00
3242;28/09/2019;7;R$ 1.200,00;1;R$ 1.200,00
3243;28/09/2019;14;R$ 830,00;5;R$ 4.150,00
3244;28/09/2019;10;R$ 1.199,00;3;R$ 3.597,00
3245;28/09/2019;20;R$ 4.500,00;3;R$ 13.500,00
3246;28/09/2019;32;R$ 2.400,00;4;R$ 9.600,00
3247;28/09/2019;17;R$ 1.340,00;3;R$ 4.020,00
3248;28/09/2019;25;R$ 180,00;2;R$ 360,00
3249;28/09/2019;25;R$ 180,00;3;R$ 540,00
3250;28/09/2019;5;R$ 899,90;2;R$ 1.799,80
3251;28/09/2019;29;R$ 85,00;4;R$ 340,00
3252;28/09/2019;8;R$ 2.300,00;3;R$ 6.900,00
3253;29/09/2019;13;R$ 3.200,00;2;R$ 6.400,00
3254;29/09/2019;27;R$ 120,00;2;R$ 240,00
3255;29/09/2019;32;R$ 2.400,00;1;R$ 2.400,00
3256;29/09/2019;16;R$ 790,00;4;R$ 3.160,00
3257;29/09/2019;15;R$ 750,00;5;R$ 3.750,00
3258;29/09/2019;22;R$ 1.150,00;3;R$ 3.450,00
3259;29/09/2019;22;R$ 1.150,00;5;R$ 5.750,00
3260;29/09/2019;12;R$ 4.500,00;5;R$ 22.500,00
3261;29/09/2019;3;R$ 1.099,00;4;R$ 4.396,00
3262;29/09/2019;1;R$ 1.499,50;2;R$ 2.999,00
3263;29/09/2019;15;R$ 750,00;4;R$ 3.000,00
3264;29/09/2019;6;R$ 1.190,50;4;R$ 4.762,00
3265;30/09/2019;13;R$ 3.200,00;4;R$ 12.800,00
3266;30/09/2019;31;R$ 2.300,00;5;R$ 11.500,00
3267;30/09/2019;2;R$ 1.899,50;4;R$ 7.598,00
3268;30/09/2019;8;R$ 2.300,00;5;R$ 11.500,00
3269;30/09/2019;17;R$ 1.340,00;1;R$ 1.340,00
3270;30/09/2019;7;R$ 1.200,00;2;R$ 2.400,00
3271;30/09/2019;5;R$ 899,90;3;R$ 2.699,70
3272;30/09/2019;14;R$ 830,00;2;R$ 1.660,00
3273;30/09/2019;28;R$ 180,00;1;R$ 180,00
3274;30/09/2019;17;R$ 1.340,00;1;R$ 1.340,00
3275;30/09/2019;10;R$ 1.199,00;5;R$ 5.995,00
3276;30/09/2019;16;R$ 790,00;3;R$ 2.370,00
