CodVenda;Data;CodProduto;Preço;Quantidade;Subtotal
830;11/03/2019;24; R$ 480,00 ;2; R$ 960,00 
831;11/03/2019;31; R$ 2.300,00 ;3; R$ 6.900,00 
832;11/03/2019;16; R$ 790,00 ;4; R$ 3.160,00 
833;11/03/2019;30; R$ 515,00 ;1; R$ 515,00 
834;11/03/2019;10; R$ 1.199,00 ;1; R$ 1.199,00 
835;11/03/2019;27; R$ 120,00 ;3; R$ 360,00 
836;11/03/2019;27; R$ 120,00 ;5; R$ 600,00 
837;11/03/2019;28; R$ 180,00 ;3; R$ 540,00 
838;11/03/2019;5; R$ 899,90 ;5; R$ 4.499,50 
839;11/03/2019;25; R$ 180,00 ;4; R$ 720,00 
840;11/03/2019;3; R$ 1.099,00 ;4; R$ 4.396,00 
841;12/03/2019;29; R$ 85,00 ;3; R$ 255,00 
842;12/03/2019;4; R$ 799,90 ;3; R$ 2.399,70 
843;12/03/2019;2; R$ 1.899,50 ;5; R$ 9.497,50 
844;12/03/2019;18; R$ 335,00 ;3; R$ 1.005,00 
845;12/03/2019;25; R$ 180,00 ;1; R$ 180,00 
846;12/03/2019;19; R$ 334,00 ;1; R$ 334,00 
847;12/03/2019;9; R$ 1.899,00 ;3; R$ 5.697,00 
848;12/03/2019;1; R$ 1.499,50 ;5; R$ 7.497,50 
849;12/03/2019;25; R$ 180,00 ;3; R$ 540,00 
850;12/03/2019;32; R$ 2.400,00 ;3; R$ 7.200,00 
851;12/03/2019;30; R$ 515,00 ;1; R$ 515,00 
852;12/03/2019;15; R$ 750,00 ;1; R$ 750,00 
853;13/03/2019;22; R$ 1.150,00 ;4; R$ 4.600,00 
854;13/03/2019;10; R$ 1.199,00 ;3; R$ 3.597,00 
855;13/03/2019;11; R$ 1.322,00 ;4; R$ 5.288,00 
856;13/03/2019;4; R$ 799,90 ;4; R$ 3.199,60 
857;13/03/2019;22; R$ 1.150,00 ;5; R$ 5.750,00 
858;13/03/2019;10; R$ 1.199,00 ;5; R$ 5.995,00 
859;13/03/2019;21; R$ 360,00 ;2; R$ 720,00 
860;13/03/2019;32; R$ 2.400,00 ;5; R$ 12.000,00 
861;13/03/2019;27; R$ 120,00 ;4; R$ 480,00 
862;13/03/2019;18; R$ 335,00 ;3; R$ 1.005,00 
863;13/03/2019;2; R$ 1.899,50 ;2; R$ 3.799,00 
864;13/03/2019;31; R$ 2.300,00 ;3; R$ 6.900,00 
865;14/03/2019;19; R$ 334,00 ;5; R$ 1.670,00 
866;14/03/2019;15; R$ 750,00 ;2; R$ 1.500,00 
867;14/03/2019;25; R$ 180,00 ;3; R$ 540,00 
868;14/03/2019;30; R$ 515,00 ;5; R$ 2.575,00 
869;14/03/2019;13; R$ 3.200,00 ;3; R$ 9.600,00 
870;14/03/2019;32; R$ 2.400,00 ;2; R$ 4.800,00 
871;14/03/2019;30; R$ 515,00 ;1; R$ 515,00 
872;14/03/2019;25; R$ 180,00 ;4; R$ 720,00 
873;14/03/2019;31; R$ 2.300,00 ;4; R$ 9.200,00 
874;14/03/2019;4; R$ 799,90 ;5; R$ 3.999,50 
875;14/03/2019;26; R$ 225,00 ;5; R$ 1.125,00 
876;14/03/2019;10; R$ 1.199,00 ;2; R$ 2.398,00 
877;15/03/2019;26; R$ 225,00 ;2; R$ 450,00 
878;15/03/2019;12; R$ 4.500,00 ;2; R$ 9.000,00 
879;15/03/2019;5; R$ 899,90 ;4; R$ 3.599,60 
880;15/03/2019;16; R$ 790,00 ;3; R$ 2.370,00 
881;15/03/2019;1; R$ 1.499,50 ;2; R$ 2.999,00 
882;15/03/2019;15; R$ 750,00 ;2; R$ 1.500,00 
883;15/03/2019;16; R$ 790,00 ;3; R$ 2.370,00 
884;15/03/2019;4; R$ 799,90 ;1; R$ 799,90 
885;15/03/2019;1; R$ 1.499,50 ;4; R$ 5.998,00 
886;15/03/2019;18; R$ 335,00 ;4; R$ 1.340,00 
887;15/03/2019;8; R$ 2.300,00 ;1; R$ 2.300,00 
888;15/03/2019;16; R$ 790,00 ;4; R$ 3.160,00 
889;16/03/2019;19; R$ 334,00 ;3; R$ 1.002,00 
890;16/03/2019;26; R$ 225,00 ;1; R$ 225,00 
891;16/03/2019;31; R$ 2.300,00 ;5; R$ 11.500,00 
892;16/03/2019;7; R$ 1.200,00 ;2; R$ 2.400,00 
893;16/03/2019;17; R$ 1.340,00 ;1; R$ 1.340,00 
894;16/03/2019;6; R$ 1.190,50 ;2; R$ 2.381,00 
895;16/03/2019;19; R$ 334,00 ;1; R$ 334,00 
896;16/03/2019;15; R$ 750,00 ;4; R$ 3.000,00 
897;16/03/2019;29; R$ 85,00 ;5; R$ 425,00 
898;16/03/2019;7; R$ 1.200,00 ;5; R$ 6.000,00 
899;16/03/2019;24; R$ 480,00 ;2; R$ 960,00 
900;16/03/2019;31; R$ 2.300,00 ;5; R$ 11.500,00 
901;17/03/2019;14; R$ 830,00 ;5; R$ 4.150,00 
902;17/03/2019;11; R$ 1.322,00 ;3; R$ 3.966,00 
903;17/03/2019;18; R$ 335,00 ;4; R$ 1.340,00 
904;17/03/2019;11; R$ 1.322,00 ;5; R$ 6.610,00 
905;17/03/2019;19; R$ 334,00 ;5; R$ 1.670,00 
906;17/03/2019;8; R$ 2.300,00 ;2; R$ 4.600,00 
907;17/03/2019;13; R$ 3.200,00 ;1; R$ 3.200,00 
908;17/03/2019;5; R$ 899,90 ;5; R$ 4.499,50 
909;17/03/2019;30; R$ 515,00 ;1; R$ 515,00 
910;17/03/2019;26; R$ 225,00 ;4; R$ 900,00 
911;17/03/2019;13; R$ 3.200,00 ;3; R$ 9.600,00 
912;17/03/2019;24; R$ 480,00 ;1; R$ 480,00 
913;18/03/2019;31; R$ 2.300,00 ;4; R$ 9.200,00 
914;18/03/2019;11; R$ 1.322,00 ;4; R$ 5.288,00 
915;18/03/2019;13; R$ 3.200,00 ;2; R$ 6.400,00 
916;18/03/2019;4; R$ 799,90 ;4; R$ 3.199,60 
917;18/03/2019;26; R$ 225,00 ;1; R$ 225,00 
918;18/03/2019;28; R$ 180,00 ;1; R$ 180,00 
919;18/03/2019;18; R$ 335,00 ;1; R$ 335,00 
920;18/03/2019;31; R$ 2.300,00 ;2; R$ 4.600,00 
921;18/03/2019;15; R$ 750,00 ;3; R$ 2.250,00 
922;18/03/2019;14; R$ 830,00 ;1; R$ 830,00 
923;18/03/2019;25; R$ 180,00 ;5; R$ 900,00 
924;18/03/2019;16; R$ 790,00 ;2; R$ 1.580,00 
925;19/03/2019;8; R$ 2.300,00 ;1; R$ 2.300,00 
926;19/03/2019;1; R$ 1.499,50 ;4; R$ 5.998,00 
927;19/03/2019;16; R$ 790,00 ;1; R$ 790,00 
928;19/03/2019;27; R$ 120,00 ;2; R$ 240,00 
929;19/03/2019;17; R$ 1.340,00 ;4; R$ 5.360,00 
930;19/03/2019;21; R$ 360,00 ;5; R$ 1.800,00 
931;19/03/2019;12; R$ 4.500,00 ;3; R$ 13.500,00 
932;19/03/2019;7; R$ 1.200,00 ;2; R$ 2.400,00 
933;19/03/2019;27; R$ 120,00 ;5; R$ 600,00 
934;19/03/2019;2; R$ 1.899,50 ;3; R$ 5.698,50 
935;19/03/2019;11; R$ 1.322,00 ;5; R$ 6.610,00 
936;19/03/2019;21; R$ 360,00 ;2; R$ 720,00 
937;20/03/2019;6; R$ 1.190,50 ;5; R$ 5.952,50 
938;20/03/2019;24; R$ 480,00 ;5; R$ 2.400,00 
939;20/03/2019;28; R$ 180,00 ;5; R$ 900,00 
940;20/03/2019;21; R$ 360,00 ;5; R$ 1.800,00 
941;20/03/2019;11; R$ 1.322,00 ;5; R$ 6.610,00 
942;20/03/2019;21; R$ 360,00 ;2; R$ 720,00 
943;20/03/2019;9; R$ 1.899,00 ;1; R$ 1.899,00 
944;20/03/2019;14; R$ 830,00 ;5; R$ 4.150,00 
945;20/03/2019;1; R$ 1.499,50 ;2; R$ 2.999,00 
946;20/03/2019;13; R$ 3.200,00 ;1; R$ 3.200,00 
947;20/03/2019;2; R$ 1.899,50 ;1; R$ 1.899,50 
948;20/03/2019;24; R$ 480,00 ;4; R$ 1.920,00 
949;21/03/2019;25; R$ 180,00 ;5; R$ 900,00 
950;21/03/2019;13; R$ 3.200,00 ;5; R$ 16.000,00 
951;21/03/2019;20; R$ 4.500,00 ;3; R$ 13.500,00 
952;21/03/2019;18; R$ 335,00 ;1; R$ 335,00 
953;21/03/2019;2; R$ 1.899,50 ;5; R$ 9.497,50 
954;21/03/2019;20; R$ 4.500,00 ;1; R$ 4.500,00 
955;21/03/2019;12; R$ 4.500,00 ;3; R$ 13.500,00 
956;21/03/2019;6; R$ 1.190,50 ;1; R$ 1.190,50 
957;21/03/2019;31; R$ 2.300,00 ;3; R$ 6.900,00 
958;21/03/2019;28; R$ 180,00 ;3; R$ 540,00 
959;21/03/2019;2; R$ 1.899,50 ;2; R$ 3.799,00 
960;21/03/2019;12; R$ 4.500,00 ;2; R$ 9.000,00 
961;22/03/2019;24; R$ 480,00 ;3; R$ 1.440,00 
962;22/03/2019;11; R$ 1.322,00 ;2; R$ 2.644,00 
963;22/03/2019;24; R$ 480,00 ;4; R$ 1.920,00 
964;22/03/2019;22; R$ 1.150,00 ;4; R$ 4.600,00 
965;22/03/2019;29; R$ 85,00 ;1; R$ 85,00 
966;22/03/2019;15; R$ 750,00 ;5; R$ 3.750,00 
967;22/03/2019;8; R$ 2.300,00 ;3; R$ 6.900,00 
968;22/03/2019;1; R$ 1.499,50 ;5; R$ 7.497,50 
969;22/03/2019;6; R$ 1.190,50 ;5; R$ 5.952,50 
970;22/03/2019;9; R$ 1.899,00 ;2; R$ 3.798,00 
971;22/03/2019;27; R$ 120,00 ;2; R$ 240,00 
972;22/03/2019;31; R$ 2.300,00 ;3; R$ 6.900,00 
973;23/03/2019;24; R$ 480,00 ;2; R$ 960,00 
974;23/03/2019;13; R$ 3.200,00 ;1; R$ 3.200,00 
975;23/03/2019;24; R$ 480,00 ;1; R$ 480,00 
976;23/03/2019;19; R$ 334,00 ;2; R$ 668,00 
977;23/03/2019;20; R$ 4.500,00 ;2; R$ 9.000,00 
978;23/03/2019;7; R$ 1.200,00 ;4; R$ 4.800,00 
979;23/03/2019;4; R$ 799,90 ;1; R$ 799,90 
980;23/03/2019;16; R$ 790,00 ;3; R$ 2.370,00 
981;23/03/2019;16; R$ 790,00 ;5; R$ 3.950,00 
982;23/03/2019;2; R$ 1.899,50 ;1; R$ 1.899,50 
983;23/03/2019;8; R$ 2.300,00 ;3; R$ 6.900,00 
984;23/03/2019;32; R$ 2.400,00 ;1; R$ 2.400,00 
985;24/03/2019;11; R$ 1.322,00 ;3; R$ 3.966,00 
986;24/03/2019;29; R$ 85,00 ;5; R$ 425,00 
987;24/03/2019;21; R$ 360,00 ;1; R$ 360,00 
988;24/03/2019;26; R$ 225,00 ;2; R$ 450,00 
989;24/03/2019;14; R$ 830,00 ;1; R$ 830,00 
990;24/03/2019;13; R$ 3.200,00 ;4; R$ 12.800,00 
991;24/03/2019;13; R$ 3.200,00 ;2; R$ 6.400,00 
992;24/03/2019;29; R$ 85,00 ;1; R$ 85,00 
993;24/03/2019;30; R$ 515,00 ;3; R$ 1.545,00 
994;24/03/2019;16; R$ 790,00 ;1; R$ 790,00 
995;24/03/2019;27; R$ 120,00 ;5; R$ 600,00 
996;24/03/2019;4; R$ 799,90 ;3; R$ 2.399,70 
997;25/03/2019;5; R$ 899,90 ;5; R$ 4.499,50 
998;25/03/2019;26; R$ 225,00 ;5; R$ 1.125,00 
999;25/03/2019;11; R$ 1.322,00 ;5; R$ 6.610,00 
1000;25/03/2019;23; R$ 800,00 ;1; R$ 800,00 
1001;25/03/2019;21; R$ 360,00 ;1; R$ 360,00 
1002;25/03/2019;26; R$ 225,00 ;5; R$ 1.125,00 
1003;25/03/2019;20; R$ 4.500,00 ;5; R$ 22.500,00 
1004;25/03/2019;10; R$ 1.199,00 ;3; R$ 3.597,00 
1005;25/03/2019;4; R$ 799,90 ;5; R$ 3.999,50 
1006;25/03/2019;1; R$ 1.499,50 ;4; R$ 5.998,00 
1007;25/03/2019;7; R$ 1.200,00 ;3; R$ 3.600,00 
1008;25/03/2019;4; R$ 799,90 ;2; R$ 1.599,80 
1009;26/03/2019;16; R$ 790,00 ;5; R$ 3.950,00 
1010;26/03/2019;30; R$ 515,00 ;3; R$ 1.545,00 
1011;26/03/2019;15; R$ 750,00 ;1; R$ 750,00 
1012;26/03/2019;27; R$ 120,00 ;4; R$ 480,00 
1013;26/03/2019;25; R$ 180,00 ;2; R$ 360,00 
1014;26/03/2019;24; R$ 480,00 ;1; R$ 480,00 
1015;26/03/2019;1; R$ 1.499,50 ;4; R$ 5.998,00 
1016;26/03/2019;19; R$ 334,00 ;1; R$ 334,00 
1017;26/03/2019;1; R$ 1.499,50 ;2; R$ 2.999,00 
1018;26/03/2019;15; R$ 750,00 ;5; R$ 3.750,00 
1019;26/03/2019;16; R$ 790,00 ;5; R$ 3.950,00 
1020;26/03/2019;17; R$ 1.340,00 ;5; R$ 6.700,00 
1021;27/03/2019;18; R$ 335,00 ;3; R$ 1.005,00 
1022;27/03/2019;11; R$ 1.322,00 ;4; R$ 5.288,00 
1023;27/03/2019;27; R$ 120,00 ;4; R$ 480,00 
1024;27/03/2019;25; R$ 180,00 ;5; R$ 900,00 
1025;27/03/2019;17; R$ 1.340,00 ;2; R$ 2.680,00 
1026;27/03/2019;25; R$ 180,00 ;1; R$ 180,00 
1027;27/03/2019;12; R$ 4.500,00 ;4; R$ 18.000,00 
1028;27/03/2019;28; R$ 180,00 ;5; R$ 900,00 
1029;27/03/2019;9; R$ 1.899,00 ;5; R$ 9.495,00 
1030;27/03/2019;12; R$ 4.500,00 ;2; R$ 9.000,00 
1031;27/03/2019;9; R$ 1.899,00 ;5; R$ 9.495,00 
1032;27/03/2019;21; R$ 360,00 ;1; R$ 360,00 
1033;28/03/2019;29; R$ 85,00 ;3; R$ 255,00 
1034;28/03/2019;25; R$ 180,00 ;4; R$ 720,00 
1035;28/03/2019;16; R$ 790,00 ;5; R$ 3.950,00 
1036;28/03/2019;4; R$ 799,90 ;3; R$ 2.399,70 
1037;28/03/2019;9; R$ 1.899,00 ;1; R$ 1.899,00 
1038;28/03/2019;16; R$ 790,00 ;4; R$ 3.160,00 
1039;28/03/2019;14; R$ 830,00 ;4; R$ 3.320,00 
1040;28/03/2019;7; R$ 1.200,00 ;1; R$ 1.200,00 
1041;28/03/2019;9; R$ 1.899,00 ;4; R$ 7.596,00 
1042;28/03/2019;19; R$ 334,00 ;3; R$ 1.002,00 
1043;28/03/2019;7; R$ 1.200,00 ;4; R$ 4.800,00 
1044;28/03/2019;32; R$ 2.400,00 ;4; R$ 9.600,00 
1045;29/03/2019;16; R$ 790,00 ;4; R$ 3.160,00 
1046;29/03/2019;21; R$ 360,00 ;1; R$ 360,00 
1047;29/03/2019;4; R$ 799,90 ;5; R$ 3.999,50 
1048;29/03/2019;15; R$ 750,00 ;4; R$ 3.000,00 
1049;29/03/2019;21; R$ 360,00 ;5; R$ 1.800,00 
1050;29/03/2019;2; R$ 1.899,50 ;3; R$ 5.698,50 
1051;29/03/2019;9; R$ 1.899,00 ;4; R$ 7.596,00 
1052;29/03/2019;30; R$ 515,00 ;2; R$ 1.030,00 
1053;29/03/2019;1; R$ 1.499,50 ;5; R$ 7.497,50 
1054;29/03/2019;16; R$ 790,00 ;5; R$ 3.950,00 
1055;29/03/2019;18; R$ 335,00 ;5; R$ 1.675,00 
1056;29/03/2019;17; R$ 1.340,00 ;2; R$ 2.680,00 
1057;30/03/2019;11; R$ 1.322,00 ;5; R$ 6.610,00 
1058;30/03/2019;25; R$ 180,00 ;4; R$ 720,00 
1059;30/03/2019;10; R$ 1.199,00 ;2; R$ 2.398,00 
1060;30/03/2019;9; R$ 1.899,00 ;5; R$ 9.495,00 
1061;30/03/2019;3; R$ 1.099,00 ;1; R$ 1.099,00 
1062;30/03/2019;29; R$ 85,00 ;1; R$ 85,00 
1063;30/03/2019;10; R$ 1.199,00 ;3; R$ 3.597,00 
1064;30/03/2019;1; R$ 1.499,50 ;3; R$ 4.498,50 
1065;30/03/2019;5; R$ 899,90 ;5; R$ 4.499,50 
1066;30/03/2019;31; R$ 2.300,00 ;5; R$ 11.500,00 
1067;30/03/2019;28; R$ 180,00 ;4; R$ 720,00 
1068;30/03/2019;1; R$ 1.499,50 ;1; R$ 1.499,50 
1069;31/03/2019;11; R$ 1.322,00 ;1; R$ 1.322,00 
1070;31/03/2019;10; R$ 1.199,00 ;2; R$ 2.398,00 
1071;31/03/2019;5; R$ 899,90 ;4; R$ 3.599,60 
1072;31/03/2019;32; R$ 2.400,00 ;5; R$ 12.000,00 
1073;31/03/2019;30; R$ 515,00 ;1; R$ 515,00 
1074;31/03/2019;26; R$ 225,00 ;4; R$ 900,00 
1075;31/03/2019;4; R$ 799,90 ;5; R$ 3.999,50 
1076;31/03/2019;5; R$ 899,90 ;1; R$ 899,90 
1077;31/03/2019;27; R$ 120,00 ;5; R$ 600,00 
1078;31/03/2019;29; R$ 85,00 ;4; R$ 340,00 
1079;31/03/2019;3; R$ 1.099,00 ;4; R$ 4.396,00 
1080;31/03/2019;17; R$ 1.340,00 ;1; R$ 1.340,00 
