CodVenda;Data;CodProduto;Preço;Quantidade;Subtotal
126;11/01/2019;21; R$ 360,00 ;2; R$ 720,00 
127;11/01/2019;32; R$ 2.400,00 ;2; R$ 4.800,00 
128;11/01/2019;2; R$ 1.899,50 ;5; R$ 9.497,50 
129;11/01/2019;15; R$ 750,00 ;1; R$ 750,00 
130;11/01/2019;5; R$ 899,90 ;1; R$ 899,90 
131;11/01/2019;14; R$ 830,00 ;3; R$ 2.490,00 
132;11/01/2019;12; R$ 4.500,00 ;4; R$ 18.000,00 
133;12/01/2019;5; R$ 899,90 ;5; R$ 4.499,50 
134;12/01/2019;13; R$ 3.200,00 ;2; R$ 6.400,00 
135;12/01/2019;32; R$ 2.400,00 ;3; R$ 7.200,00 
136;12/01/2019;12; R$ 4.500,00 ;2; R$ 9.000,00 
137;12/01/2019;1; R$ 1.499,50 ;1; R$ 1.499,50 
138;12/01/2019;15; R$ 750,00 ;3; R$ 2.250,00 
139;12/01/2019;23; R$ 800,00 ;2; R$ 1.600,00 
140;12/01/2019;15; R$ 750,00 ;5; R$ 3.750,00 
141;12/01/2019;1; R$ 1.499,50 ;3; R$ 4.498,50 
142;12/01/2019;29; R$ 85,00 ;3; R$ 255,00 
143;12/01/2019;5; R$ 899,90 ;3; R$ 2.699,70 
144;12/01/2019;9; R$ 1.899,00 ;3; R$ 5.697,00 
145;13/01/2019;20; R$ 4.500,00 ;5; R$ 22.500,00 
146;13/01/2019;18; R$ 335,00 ;3; R$ 1.005,00 
147;13/01/2019;29; R$ 85,00 ;2; R$ 170,00 
148;13/01/2019;24; R$ 480,00 ;4; R$ 1.920,00 
149;13/01/2019;22; R$ 1.150,00 ;3; R$ 3.450,00 
150;13/01/2019;4; R$ 799,90 ;1; R$ 799,90 
151;13/01/2019;20; R$ 4.500,00 ;4; R$ 18.000,00 
152;13/01/2019;9; R$ 1.899,00 ;2; R$ 3.798,00 
153;13/01/2019;5; R$ 899,90 ;1; R$ 899,90 
154;13/01/2019;2; R$ 1.899,50 ;4; R$ 7.598,00 
155;13/01/2019;32; R$ 2.400,00 ;1; R$ 2.400,00 
156;13/01/2019;1; R$ 1.499,50 ;5; R$ 7.497,50 
157;14/01/2019;5; R$ 899,90 ;3; R$ 2.699,70 
158;14/01/2019;21; R$ 360,00 ;2; R$ 720,00 
159;14/01/2019;5; R$ 899,90 ;1; R$ 899,90 
160;14/01/2019;30; R$ 515,00 ;4; R$ 2.060,00 
161;14/01/2019;15; R$ 750,00 ;2; R$ 1.500,00 
162;14/01/2019;17; R$ 1.340,00 ;3; R$ 4.020,00 
163;14/01/2019;25; R$ 180,00 ;2; R$ 360,00 
164;14/01/2019;4; R$ 799,90 ;2; R$ 1.599,80 
165;14/01/2019;19; R$ 334,00 ;5; R$ 1.670,00 
166;14/01/2019;12; R$ 4.500,00 ;3; R$ 13.500,00 
167;14/01/2019;13; R$ 3.200,00 ;5; R$ 16.000,00 
168;14/01/2019;9; R$ 1.899,00 ;4; R$ 7.596,00 
169;15/01/2019;23; R$ 800,00 ;3; R$ 2.400,00 
170;15/01/2019;1; R$ 1.499,50 ;1; R$ 1.499,50 
171;15/01/2019;20; R$ 4.500,00 ;5; R$ 22.500,00 
172;15/01/2019;28; R$ 180,00 ;4; R$ 720,00 
173;15/01/2019;4; R$ 799,90 ;5; R$ 3.999,50 
174;15/01/2019;31; R$ 2.300,00 ;5; R$ 11.500,00 
175;15/01/2019;11; R$ 1.322,00 ;5; R$ 6.610,00 
176;15/01/2019;7; R$ 1.200,00 ;2; R$ 2.400,00 
177;15/01/2019;17; R$ 1.340,00 ;1; R$ 1.340,00 
178;15/01/2019;25; R$ 180,00 ;2; R$ 360,00 
179;15/01/2019;17; R$ 1.340,00 ;5; R$ 6.700,00 
180;15/01/2019;12; R$ 4.500,00 ;4; R$ 18.000,00 
181;16/01/2019;31; R$ 2.300,00 ;1; R$ 2.300,00 
182;16/01/2019;30; R$ 515,00 ;5; R$ 2.575,00 
183;16/01/2019;3; R$ 1.099,00 ;3; R$ 3.297,00 
184;16/01/2019;27; R$ 120,00 ;2; R$ 240,00 
185;16/01/2019;30; R$ 515,00 ;3; R$ 1.545,00 
186;16/01/2019;24; R$ 480,00 ;5; R$ 2.400,00 
187;16/01/2019;14; R$ 830,00 ;5; R$ 4.150,00 
188;16/01/2019;30; R$ 515,00 ;3; R$ 1.545,00 
189;16/01/2019;24; R$ 480,00 ;4; R$ 1.920,00 
190;16/01/2019;27; R$ 120,00 ;2; R$ 240,00 
191;16/01/2019;19; R$ 334,00 ;1; R$ 334,00 
192;16/01/2019;21; R$ 360,00 ;3; R$ 1.080,00 
193;17/01/2019;2; R$ 1.899,50 ;5; R$ 9.497,50 
194;17/01/2019;28; R$ 180,00 ;5; R$ 900,00 
195;17/01/2019;9; R$ 1.899,00 ;3; R$ 5.697,00 
196;17/01/2019;22; R$ 1.150,00 ;5; R$ 5.750,00 
197;17/01/2019;14; R$ 830,00 ;3; R$ 2.490,00 
198;17/01/2019;10; R$ 1.199,00 ;1; R$ 1.199,00 
199;17/01/2019;27; R$ 120,00 ;3; R$ 360,00 
200;17/01/2019;8; R$ 2.300,00 ;4; R$ 9.200,00 
201;17/01/2019;9; R$ 1.899,00 ;4; R$ 7.596,00 
202;17/01/2019;13; R$ 3.200,00 ;3; R$ 9.600,00 
203;17/01/2019;9; R$ 1.899,00 ;4; R$ 7.596,00 
204;17/01/2019;24; R$ 480,00 ;4; R$ 1.920,00 
205;18/01/2019;28; R$ 180,00 ;3; R$ 540,00 
206;18/01/2019;25; R$ 180,00 ;5; R$ 900,00 
207;18/01/2019;15; R$ 750,00 ;3; R$ 2.250,00 
208;18/01/2019;18; R$ 335,00 ;5; R$ 1.675,00 
209;18/01/2019;10; R$ 1.199,00 ;3; R$ 3.597,00 
210;18/01/2019;20; R$ 4.500,00 ;5; R$ 22.500,00 
211;18/01/2019;20; R$ 4.500,00 ;1; R$ 4.500,00 
212;18/01/2019;12; R$ 4.500,00 ;5; R$ 22.500,00 
213;18/01/2019;15; R$ 750,00 ;3; R$ 2.250,00 
214;18/01/2019;14; R$ 830,00 ;2; R$ 1.660,00 
215;18/01/2019;28; R$ 180,00 ;3; R$ 540,00 
216;18/01/2019;8; R$ 2.300,00 ;3; R$ 6.900,00 
217;19/01/2019;10; R$ 1.199,00 ;1; R$ 1.199,00 
218;19/01/2019;27; R$ 120,00 ;1; R$ 120,00 
219;19/01/2019;26; R$ 225,00 ;1; R$ 225,00 
220;19/01/2019;11; R$ 1.322,00 ;2; R$ 2.644,00 
221;19/01/2019;6; R$ 1.190,50 ;2; R$ 2.381,00 
222;19/01/2019;17; R$ 1.340,00 ;4; R$ 5.360,00 
223;19/01/2019;30; R$ 515,00 ;4; R$ 2.060,00 
224;19/01/2019;32; R$ 2.400,00 ;5; R$ 12.000,00 
225;19/01/2019;4; R$ 799,90 ;2; R$ 1.599,80 
226;19/01/2019;10; R$ 1.199,00 ;3; R$ 3.597,00 
227;19/01/2019;28; R$ 180,00 ;1; R$ 180,00 
228;19/01/2019;26; R$ 225,00 ;2; R$ 450,00 
229;20/01/2019;32; R$ 2.400,00 ;4; R$ 9.600,00 
230;20/01/2019;28; R$ 180,00 ;1; R$ 180,00 
231;20/01/2019;23; R$ 800,00 ;3; R$ 2.400,00 
232;20/01/2019;32; R$ 2.400,00 ;4; R$ 9.600,00 
233;20/01/2019;25; R$ 180,00 ;1; R$ 180,00 
234;20/01/2019;16; R$ 790,00 ;5; R$ 3.950,00 
235;20/01/2019;20; R$ 4.500,00 ;5; R$ 22.500,00 
236;20/01/2019;31; R$ 2.300,00 ;1; R$ 2.300,00 
237;20/01/2019;10; R$ 1.199,00 ;4; R$ 4.796,00 
238;20/01/2019;12; R$ 4.500,00 ;1; R$ 4.500,00 
239;20/01/2019;12; R$ 4.500,00 ;1; R$ 4.500,00 
240;20/01/2019;30; R$ 515,00 ;1; R$ 515,00 
241;21/01/2019;15; R$ 750,00 ;3; R$ 2.250,00 
242;21/01/2019;6; R$ 1.190,50 ;4; R$ 4.762,00 
243;21/01/2019;31; R$ 2.300,00 ;3; R$ 6.900,00 
244;21/01/2019;7; R$ 1.200,00 ;3; R$ 3.600,00 
245;21/01/2019;15; R$ 750,00 ;3; R$ 2.250,00 
246;21/01/2019;32; R$ 2.400,00 ;3; R$ 7.200,00 
247;21/01/2019;29; R$ 85,00 ;4; R$ 340,00 
248;21/01/2019;12; R$ 4.500,00 ;5; R$ 22.500,00 
249;21/01/2019;28; R$ 180,00 ;3; R$ 540,00 
250;21/01/2019;15; R$ 750,00 ;1; R$ 750,00 
251;21/01/2019;10; R$ 1.199,00 ;5; R$ 5.995,00 
252;21/01/2019;29; R$ 85,00 ;4; R$ 340,00 
253;22/01/2019;6; R$ 1.190,50 ;4; R$ 4.762,00 
254;22/01/2019;10; R$ 1.199,00 ;5; R$ 5.995,00 
255;22/01/2019;25; R$ 180,00 ;2; R$ 360,00 
256;22/01/2019;19; R$ 334,00 ;3; R$ 1.002,00 
257;22/01/2019;15; R$ 750,00 ;4; R$ 3.000,00 
258;22/01/2019;24; R$ 480,00 ;5; R$ 2.400,00 
259;22/01/2019;7; R$ 1.200,00 ;1; R$ 1.200,00 
260;22/01/2019;4; R$ 799,90 ;2; R$ 1.599,80 
261;22/01/2019;10; R$ 1.199,00 ;1; R$ 1.199,00 
262;22/01/2019;19; R$ 334,00 ;3; R$ 1.002,00 
263;22/01/2019;30; R$ 515,00 ;2; R$ 1.030,00 
264;22/01/2019;7; R$ 1.200,00 ;3; R$ 3.600,00 
265;23/01/2019;10; R$ 1.199,00 ;5; R$ 5.995,00 
266;23/01/2019;16; R$ 790,00 ;1; R$ 790,00 
267;23/01/2019;10; R$ 1.199,00 ;4; R$ 4.796,00 
268;23/01/2019;11; R$ 1.322,00 ;3; R$ 3.966,00 
269;23/01/2019;7; R$ 1.200,00 ;3; R$ 3.600,00 
270;23/01/2019;8; R$ 2.300,00 ;4; R$ 9.200,00 
271;23/01/2019;32; R$ 2.400,00 ;5; R$ 12.000,00 
272;23/01/2019;1; R$ 1.499,50 ;1; R$ 1.499,50 
273;23/01/2019;3; R$ 1.099,00 ;3; R$ 3.297,00 
274;23/01/2019;23; R$ 800,00 ;5; R$ 4.000,00 
275;23/01/2019;4; R$ 799,90 ;1; R$ 799,90 
276;23/01/2019;24; R$ 480,00 ;3; R$ 1.440,00 
277;24/01/2019;32; R$ 2.400,00 ;2; R$ 4.800,00 
278;24/01/2019;24; R$ 480,00 ;1; R$ 480,00 
279;24/01/2019;17; R$ 1.340,00 ;4; R$ 5.360,00 
280;24/01/2019;26; R$ 225,00 ;1; R$ 225,00 
281;24/01/2019;15; R$ 750,00 ;1; R$ 750,00 
282;24/01/2019;20; R$ 4.500,00 ;1; R$ 4.500,00 
283;24/01/2019;10; R$ 1.199,00 ;2; R$ 2.398,00 
284;24/01/2019;23; R$ 800,00 ;3; R$ 2.400,00 
285;24/01/2019;30; R$ 515,00 ;3; R$ 1.545,00 
286;24/01/2019;18; R$ 335,00 ;2; R$ 670,00 
287;24/01/2019;1; R$ 1.499,50 ;5; R$ 7.497,50 
288;24/01/2019;25; R$ 180,00 ;1; R$ 180,00 
289;25/01/2019;2; R$ 1.899,50 ;5; R$ 9.497,50 
290;25/01/2019;7; R$ 1.200,00 ;2; R$ 2.400,00 
291;25/01/2019;31; R$ 2.300,00 ;1; R$ 2.300,00 
292;25/01/2019;12; R$ 4.500,00 ;5; R$ 22.500,00 
293;25/01/2019;28; R$ 180,00 ;1; R$ 180,00 
294;25/01/2019;31; R$ 2.300,00 ;4; R$ 9.200,00 
295;25/01/2019;31; R$ 2.300,00 ;2; R$ 4.600,00 
296;25/01/2019;2; R$ 1.899,50 ;4; R$ 7.598,00 
297;25/01/2019;29; R$ 85,00 ;1; R$ 85,00 
298;25/01/2019;24; R$ 480,00 ;2; R$ 960,00 
299;25/01/2019;30; R$ 515,00 ;4; R$ 2.060,00 
300;25/01/2019;13; R$ 3.200,00 ;5; R$ 16.000,00 
301;26/01/2019;30; R$ 515,00 ;2; R$ 1.030,00 
302;26/01/2019;5; R$ 899,90 ;4; R$ 3.599,60 
303;26/01/2019;19; R$ 334,00 ;1; R$ 334,00 
304;26/01/2019;11; R$ 1.322,00 ;5; R$ 6.610,00 
305;26/01/2019;31; R$ 2.300,00 ;1; R$ 2.300,00 
306;26/01/2019;14; R$ 830,00 ;2; R$ 1.660,00 
307;26/01/2019;7; R$ 1.200,00 ;5; R$ 6.000,00 
308;26/01/2019;16; R$ 790,00 ;2; R$ 1.580,00 
309;26/01/2019;10; R$ 1.199,00 ;3; R$ 3.597,00 
310;26/01/2019;22; R$ 1.150,00 ;3; R$ 3.450,00 
311;26/01/2019;23; R$ 800,00 ;5; R$ 4.000,00 
312;26/01/2019;8; R$ 2.300,00 ;2; R$ 4.600,00 
313;27/01/2019;12; R$ 4.500,00 ;4; R$ 18.000,00 
314;27/01/2019;27; R$ 120,00 ;3; R$ 360,00 
315;27/01/2019;15; R$ 750,00 ;1; R$ 750,00 
316;27/01/2019;11; R$ 1.322,00 ;3; R$ 3.966,00 
317;27/01/2019;30; R$ 515,00 ;2; R$ 1.030,00 
318;27/01/2019;29; R$ 85,00 ;4; R$ 340,00 
319;27/01/2019;32; R$ 2.400,00 ;2; R$ 4.800,00 
320;27/01/2019;15; R$ 750,00 ;1; R$ 750,00 
321;27/01/2019;6; R$ 1.190,50 ;2; R$ 2.381,00 
322;27/01/2019;2; R$ 1.899,50 ;5; R$ 9.497,50 
323;27/01/2019;8; R$ 2.300,00 ;4; R$ 9.200,00 
324;27/01/2019;8; R$ 2.300,00 ;2; R$ 4.600,00 
325;28/01/2019;11; R$ 1.322,00 ;1; R$ 1.322,00 
326;28/01/2019;28; R$ 180,00 ;1; R$ 180,00 
327;28/01/2019;13; R$ 3.200,00 ;3; R$ 9.600,00 
328;28/01/2019;29; R$ 85,00 ;2; R$ 170,00 
329;28/01/2019;32; R$ 2.400,00 ;3; R$ 7.200,00 
330;28/01/2019;13; R$ 3.200,00 ;5; R$ 16.000,00 
331;28/01/2019;17; R$ 1.340,00 ;1; R$ 1.340,00 
332;28/01/2019;19; R$ 334,00 ;3; R$ 1.002,00 
333;28/01/2019;21; R$ 360,00 ;2; R$ 720,00 
334;28/01/2019;9; R$ 1.899,00 ;1; R$ 1.899,00 
335;28/01/2019;5; R$ 899,90 ;4; R$ 3.599,60 
336;28/01/2019;25; R$ 180,00 ;1; R$ 180,00 
337;29/01/2019;2; R$ 1.899,50 ;4; R$ 7.598,00 
338;29/01/2019;15; R$ 750,00 ;3; R$ 2.250,00 
339;29/01/2019;2; R$ 1.899,50 ;2; R$ 3.799,00 
340;29/01/2019;26; R$ 225,00 ;1; R$ 225,00 
341;29/01/2019;25; R$ 180,00 ;5; R$ 900,00 
342;29/01/2019;1; R$ 1.499,50 ;2; R$ 2.999,00 
343;29/01/2019;9; R$ 1.899,00 ;2; R$ 3.798,00 
344;29/01/2019;18; R$ 335,00 ;2; R$ 670,00 
345;29/01/2019;10; R$ 1.199,00 ;1; R$ 1.199,00 
346;29/01/2019;30; R$ 515,00 ;1; R$ 515,00 
347;29/01/2019;27; R$ 120,00 ;1; R$ 120,00 
348;29/01/2019;19; R$ 334,00 ;3; R$ 1.002,00 
349;30/01/2019;23; R$ 800,00 ;5; R$ 4.000,00 
350;30/01/2019;30; R$ 515,00 ;2; R$ 1.030,00 
351;30/01/2019;12; R$ 4.500,00 ;3; R$ 13.500,00 
352;30/01/2019;4; R$ 799,90 ;2; R$ 1.599,80 
353;30/01/2019;18; R$ 335,00 ;3; R$ 1.005,00 
354;30/01/2019;20; R$ 4.500,00 ;4; R$ 18.000,00 
355;30/01/2019;2; R$ 1.899,50 ;3; R$ 5.698,50 
356;30/01/2019;32; R$ 2.400,00 ;5; R$ 12.000,00 
357;30/01/2019;24; R$ 480,00 ;2; R$ 960,00 
358;30/01/2019;22; R$ 1.150,00 ;3; R$ 3.450,00 
359;30/01/2019;11; R$ 1.322,00 ;2; R$ 2.644,00 
360;30/01/2019;11; R$ 1.322,00 ;1; R$ 1.322,00 
361;31/01/2019;30; R$ 515,00 ;1; R$ 515,00 
362;31/01/2019;1; R$ 1.499,50 ;2; R$ 2.999,00 
363;31/01/2019;4; R$ 799,90 ;1; R$ 799,90 
364;31/01/2019;13; R$ 3.200,00 ;3; R$ 9.600,00 
365;31/01/2019;28; R$ 180,00 ;4; R$ 720,00 
366;31/01/2019;5; R$ 899,90 ;3; R$ 2.699,70 
367;31/01/2019;26; R$ 225,00 ;4; R$ 900,00 
368;31/01/2019;20; R$ 4.500,00 ;4; R$ 18.000,00 
369;31/01/2019;31; R$ 2.300,00 ;5; R$ 11.500,00 
370;31/01/2019;28; R$ 180,00 ;4; R$ 720,00 
371;31/01/2019;6; R$ 1.190,50 ;5; R$ 5.952,50 
372;31/01/2019;21; R$ 360,00 ;2; R$ 720,00 
