CodVenda;Data;CodProduto;Preço;Quantidade;Subtotal
1886;07/06/2019;6;R$ 1.190,50;1;R$ 1.190,50
1887;07/06/2019;12;R$ 4.500,00;2;R$ 9.000,00
1888;07/06/2019;24;R$ 480,00;4;R$ 1.920,00
1889;07/06/2019;8;R$ 2.300,00;2;R$ 4.600,00
1890;07/06/2019;12;R$ 4.500,00;1;R$ 4.500,00
1891;07/06/2019;23;R$ 800,00;2;R$ 1.600,00
1892;07/06/2019;27;R$ 120,00;4;R$ 480,00
1893;07/06/2019;11;R$ 1.322,00;5;R$ 6.610,00
1894;07/06/2019;14;R$ 830,00;3;R$ 2.490,00
1895;07/06/2019;23;R$ 800,00;2;R$ 1.600,00
1896;07/06/2019;6;R$ 1.190,50;3;R$ 3.571,50
1897;08/06/2019;30;R$ 515,00;1;R$ 515,00
1898;08/06/2019;6;R$ 1.190,50;1;R$ 1.190,50
1899;08/06/2019;22;R$ 1.150,00;5;R$ 5.750,00
1900;08/06/2019;9;R$ 1.899,00;1;R$ 1.899,00
1901;08/06/2019;12;R$ 4.500,00;2;R$ 9.000,00
1902;08/06/2019;29;R$ 85,00;4;R$ 340,00
1903;08/06/2019;16;R$ 790,00;1;R$ 790,00
1904;08/06/2019;32;R$ 2.400,00;5;R$ 12.000,00
1905;08/06/2019;27;R$ 120,00;4;R$ 480,00
1906;08/06/2019;4;R$ 799,90;2;R$ 1.599,80
1907;08/06/2019;12;R$ 4.500,00;2;R$ 9.000,00
1908;08/06/2019;31;R$ 2.300,00;1;R$ 2.300,00
1909;09/06/2019;31;R$ 2.300,00;5;R$ 11.500,00
1910;09/06/2019;7;R$ 1.200,00;1;R$ 1.200,00
1911;09/06/2019;21;R$ 360,00;1;R$ 360,00
1912;09/06/2019;20;R$ 4.500,00;5;R$ 22.500,00
1913;09/06/2019;16;R$ 790,00;4;R$ 3.160,00
1914;09/06/2019;6;R$ 1.190,50;2;R$ 2.381,00
1915;09/06/2019;5;R$ 899,90;1;R$ 899,90
1916;09/06/2019;16;R$ 790,00;1;R$ 790,00
1917;09/06/2019;32;R$ 2.400,00;2;R$ 4.800,00
1918;09/06/2019;18;R$ 335,00;4;R$ 1.340,00
1919;09/06/2019;25;R$ 180,00;4;R$ 720,00
1920;09/06/2019;13;R$ 3.200,00;2;R$ 6.400,00
1921;10/06/2019;13;R$ 3.200,00;1;R$ 3.200,00
1922;10/06/2019;2;R$ 1.899,50;2;R$ 3.799,00
1923;10/06/2019;30;R$ 515,00;1;R$ 515,00
1924;10/06/2019;14;R$ 830,00;4;R$ 3.320,00
1925;10/06/2019;31;R$ 2.300,00;1;R$ 2.300,00
1926;10/06/2019;28;R$ 180,00;1;R$ 180,00
1927;10/06/2019;26;R$ 225,00;4;R$ 900,00
1928;10/06/2019;25;R$ 180,00;5;R$ 900,00
1929;10/06/2019;20;R$ 4.500,00;4;R$ 18.000,00
1930;10/06/2019;21;R$ 360,00;5;R$ 1.800,00
1931;10/06/2019;27;R$ 120,00;3;R$ 360,00
1932;10/06/2019;26;R$ 225,00;5;R$ 1.125,00
1933;11/06/2019;9;R$ 1.899,00;3;R$ 5.697,00
1934;11/06/2019;23;R$ 800,00;5;R$ 4.000,00
1935;11/06/2019;4;R$ 799,90;2;R$ 1.599,80
1936;11/06/2019;13;R$ 3.200,00;4;R$ 12.800,00
1937;11/06/2019;16;R$ 790,00;2;R$ 1.580,00
1938;11/06/2019;27;R$ 120,00;1;R$ 120,00
1939;11/06/2019;31;R$ 2.300,00;4;R$ 9.200,00
1940;11/06/2019;22;R$ 1.150,00;3;R$ 3.450,00
1941;11/06/2019;5;R$ 899,90;5;R$ 4.499,50
1942;11/06/2019;15;R$ 750,00;4;R$ 3.000,00
1943;11/06/2019;13;R$ 3.200,00;1;R$ 3.200,00
1944;11/06/2019;21;R$ 360,00;2;R$ 720,00
1945;12/06/2019;4;R$ 799,90;4;R$ 3.199,60
1946;12/06/2019;28;R$ 180,00;5;R$ 900,00
1947;12/06/2019;21;R$ 360,00;3;R$ 1.080,00
1948;12/06/2019;31;R$ 2.300,00;5;R$ 11.500,00
1949;12/06/2019;7;R$ 1.200,00;4;R$ 4.800,00
1950;12/06/2019;21;R$ 360,00;1;R$ 360,00
1951;12/06/2019;16;R$ 790,00;3;R$ 2.370,00
1952;12/06/2019;2;R$ 1.899,50;2;R$ 3.799,00
1953;12/06/2019;13;R$ 3.200,00;4;R$ 12.800,00
1954;12/06/2019;25;R$ 180,00;1;R$ 180,00
1955;12/06/2019;31;R$ 2.300,00;2;R$ 4.600,00
1956;12/06/2019;32;R$ 2.400,00;2;R$ 4.800,00
1957;13/06/2019;18;R$ 335,00;4;R$ 1.340,00
1958;13/06/2019;21;R$ 360,00;1;R$ 360,00
1959;13/06/2019;32;R$ 2.400,00;1;R$ 2.400,00
1960;13/06/2019;18;R$ 335,00;2;R$ 670,00
1961;13/06/2019;23;R$ 800,00;4;R$ 3.200,00
1962;13/06/2019;10;R$ 1.199,00;3;R$ 3.597,00
1963;13/06/2019;13;R$ 3.200,00;4;R$ 12.800,00
1964;13/06/2019;9;R$ 1.899,00;1;R$ 1.899,00
1965;13/06/2019;30;R$ 515,00;3;R$ 1.545,00
1966;13/06/2019;28;R$ 180,00;1;R$ 180,00
1967;13/06/2019;27;R$ 120,00;1;R$ 120,00
1968;13/06/2019;5;R$ 899,90;3;R$ 2.699,70
1969;14/06/2019;25;R$ 180,00;1;R$ 180,00
1970;14/06/2019;5;R$ 899,90;3;R$ 2.699,70
1971;14/06/2019;6;R$ 1.190,50;5;R$ 5.952,50
1972;14/06/2019;4;R$ 799,90;2;R$ 1.599,80
1973;14/06/2019;25;R$ 180,00;4;R$ 720,00
1974;14/06/2019;20;R$ 4.500,00;1;R$ 4.500,00
1975;14/06/2019;23;R$ 800,00;1;R$ 800,00
1976;14/06/2019;12;R$ 4.500,00;2;R$ 9.000,00
1977;14/06/2019;1;R$ 1.499,50;2;R$ 2.999,00
1978;14/06/2019;26;R$ 225,00;2;R$ 450,00
1979;14/06/2019;21;R$ 360,00;2;R$ 720,00
1980;14/06/2019;5;R$ 899,90;2;R$ 1.799,80
1981;15/06/2019;32;R$ 2.400,00;5;R$ 12.000,00
1982;15/06/2019;20;R$ 4.500,00;4;R$ 18.000,00
1983;15/06/2019;9;R$ 1.899,00;2;R$ 3.798,00
1984;15/06/2019;6;R$ 1.190,50;4;R$ 4.762,00
1985;15/06/2019;5;R$ 899,90;5;R$ 4.499,50
1986;15/06/2019;28;R$ 180,00;3;R$ 540,00
1987;15/06/2019;15;R$ 750,00;1;R$ 750,00
1988;15/06/2019;9;R$ 1.899,00;2;R$ 3.798,00
1989;15/06/2019;10;R$ 1.199,00;5;R$ 5.995,00
1990;15/06/2019;11;R$ 1.322,00;1;R$ 1.322,00
1991;15/06/2019;5;R$ 899,90;5;R$ 4.499,50
1992;15/06/2019;12;R$ 4.500,00;2;R$ 9.000,00
1993;16/06/2019;6;R$ 1.190,50;3;R$ 3.571,50
1994;16/06/2019;4;R$ 799,90;2;R$ 1.599,80
1995;16/06/2019;25;R$ 180,00;5;R$ 900,00
1996;16/06/2019;29;R$ 85,00;3;R$ 255,00
1997;16/06/2019;9;R$ 1.899,00;4;R$ 7.596,00
1998;16/06/2019;21;R$ 360,00;1;R$ 360,00
1999;16/06/2019;17;R$ 1.340,00;4;R$ 5.360,00
2000;16/06/2019;4;R$ 799,90;5;R$ 3.999,50
2001;16/06/2019;25;R$ 180,00;5;R$ 900,00
2002;16/06/2019;14;R$ 830,00;5;R$ 4.150,00
2003;16/06/2019;8;R$ 2.300,00;4;R$ 9.200,00
2004;16/06/2019;25;R$ 180,00;2;R$ 360,00
2005;17/06/2019;21;R$ 360,00;1;R$ 360,00
2006;17/06/2019;23;R$ 800,00;2;R$ 1.600,00
2007;17/06/2019;18;R$ 335,00;2;R$ 670,00
2008;17/06/2019;15;R$ 750,00;5;R$ 3.750,00
2009;17/06/2019;9;R$ 1.899,00;1;R$ 1.899,00
2010;17/06/2019;28;R$ 180,00;5;R$ 900,00
2011;17/06/2019;32;R$ 2.400,00;3;R$ 7.200,00
2012;17/06/2019;14;R$ 830,00;4;R$ 3.320,00
2013;17/06/2019;13;R$ 3.200,00;3;R$ 9.600,00
2014;17/06/2019;15;R$ 750,00;4;R$ 3.000,00
2015;17/06/2019;16;R$ 790,00;2;R$ 1.580,00
2016;17/06/2019;6;R$ 1.190,50;5;R$ 5.952,50
2017;18/06/2019;32;R$ 2.400,00;2;R$ 4.800,00
2018;18/06/2019;11;R$ 1.322,00;3;R$ 3.966,00
2019;18/06/2019;3;R$ 1.099,00;5;R$ 5.495,00
2020;18/06/2019;5;R$ 899,90;5;R$ 4.499,50
2021;18/06/2019;21;R$ 360,00;3;R$ 1.080,00
2022;18/06/2019;5;R$ 899,90;2;R$ 1.799,80
2023;18/06/2019;31;R$ 2.300,00;2;R$ 4.600,00
2024;18/06/2019;29;R$ 85,00;4;R$ 340,00
2025;18/06/2019;27;R$ 120,00;3;R$ 360,00
2026;18/06/2019;1;R$ 1.499,50;5;R$ 7.497,50
2027;18/06/2019;13;R$ 3.200,00;3;R$ 9.600,00
2028;18/06/2019;15;R$ 750,00;2;R$ 1.500,00
2029;19/06/2019;16;R$ 790,00;5;R$ 3.950,00
2030;19/06/2019;30;R$ 515,00;2;R$ 1.030,00
2031;19/06/2019;11;R$ 1.322,00;3;R$ 3.966,00
2032;19/06/2019;15;R$ 750,00;5;R$ 3.750,00
2033;19/06/2019;5;R$ 899,90;3;R$ 2.699,70
2034;19/06/2019;30;R$ 515,00;5;R$ 2.575,00
2035;19/06/2019;8;R$ 2.300,00;1;R$ 2.300,00
2036;19/06/2019;25;R$ 180,00;3;R$ 540,00
2037;19/06/2019;10;R$ 1.199,00;5;R$ 5.995,00
2038;19/06/2019;6;R$ 1.190,50;3;R$ 3.571,50
2039;19/06/2019;1;R$ 1.499,50;4;R$ 5.998,00
2040;19/06/2019;22;R$ 1.150,00;1;R$ 1.150,00
2041;20/06/2019;19;R$ 334,00;4;R$ 1.336,00
2042;20/06/2019;3;R$ 1.099,00;2;R$ 2.198,00
2043;20/06/2019;4;R$ 799,90;5;R$ 3.999,50
2044;20/06/2019;13;R$ 3.200,00;3;R$ 9.600,00
2045;20/06/2019;15;R$ 750,00;4;R$ 3.000,00
2046;20/06/2019;11;R$ 1.322,00;1;R$ 1.322,00
2047;20/06/2019;26;R$ 225,00;4;R$ 900,00
2048;20/06/2019;7;R$ 1.200,00;4;R$ 4.800,00
2049;20/06/2019;21;R$ 360,00;4;R$ 1.440,00
2050;20/06/2019;30;R$ 515,00;3;R$ 1.545,00
2051;20/06/2019;14;R$ 830,00;3;R$ 2.490,00
2052;20/06/2019;10;R$ 1.199,00;5;R$ 5.995,00
2053;21/06/2019;3;R$ 1.099,00;2;R$ 2.198,00
2054;21/06/2019;22;R$ 1.150,00;5;R$ 5.750,00
2055;21/06/2019;3;R$ 1.099,00;3;R$ 3.297,00
2056;21/06/2019;25;R$ 180,00;2;R$ 360,00
2057;21/06/2019;2;R$ 1.899,50;5;R$ 9.497,50
2058;21/06/2019;8;R$ 2.300,00;2;R$ 4.600,00
2059;21/06/2019;10;R$ 1.199,00;3;R$ 3.597,00
2060;21/06/2019;30;R$ 515,00;1;R$ 515,00
2061;21/06/2019;6;R$ 1.190,50;1;R$ 1.190,50
2062;21/06/2019;12;R$ 4.500,00;3;R$ 13.500,00
2063;21/06/2019;12;R$ 4.500,00;4;R$ 18.000,00
2064;21/06/2019;6;R$ 1.190,50;2;R$ 2.381,00
2065;22/06/2019;13;R$ 3.200,00;4;R$ 12.800,00
2066;22/06/2019;21;R$ 360,00;5;R$ 1.800,00
2067;22/06/2019;30;R$ 515,00;1;R$ 515,00
2068;22/06/2019;22;R$ 1.150,00;1;R$ 1.150,00
2069;22/06/2019;21;R$ 360,00;2;R$ 720,00
2070;22/06/2019;19;R$ 334,00;5;R$ 1.670,00
2071;22/06/2019;11;R$ 1.322,00;3;R$ 3.966,00
2072;22/06/2019;12;R$ 4.500,00;5;R$ 22.500,00
2073;22/06/2019;15;R$ 750,00;3;R$ 2.250,00
2074;22/06/2019;23;R$ 800,00;3;R$ 2.400,00
2075;22/06/2019;18;R$ 335,00;4;R$ 1.340,00
2076;22/06/2019;10;R$ 1.199,00;2;R$ 2.398,00
2077;23/06/2019;25;R$ 180,00;5;R$ 900,00
2078;23/06/2019;10;R$ 1.199,00;3;R$ 3.597,00
2079;23/06/2019;29;R$ 85,00;5;R$ 425,00
2080;23/06/2019;3;R$ 1.099,00;5;R$ 5.495,00
2081;23/06/2019;9;R$ 1.899,00;1;R$ 1.899,00
2082;23/06/2019;27;R$ 120,00;3;R$ 360,00
2083;23/06/2019;24;R$ 480,00;5;R$ 2.400,00
2084;23/06/2019;22;R$ 1.150,00;3;R$ 3.450,00
2085;23/06/2019;17;R$ 1.340,00;4;R$ 5.360,00
2086;23/06/2019;28;R$ 180,00;4;R$ 720,00
2087;23/06/2019;6;R$ 1.190,50;1;R$ 1.190,50
2088;23/06/2019;25;R$ 180,00;1;R$ 180,00
2089;24/06/2019;20;R$ 4.500,00;2;R$ 9.000,00
2090;24/06/2019;17;R$ 1.340,00;5;R$ 6.700,00
2091;24/06/2019;13;R$ 3.200,00;2;R$ 6.400,00
2092;24/06/2019;16;R$ 790,00;2;R$ 1.580,00
2093;24/06/2019;2;R$ 1.899,50;1;R$ 1.899,50
2094;24/06/2019;23;R$ 800,00;1;R$ 800,00
2095;24/06/2019;14;R$ 830,00;5;R$ 4.150,00
2096;24/06/2019;21;R$ 360,00;4;R$ 1.440,00
2097;24/06/2019;27;R$ 120,00;2;R$ 240,00
2098;24/06/2019;28;R$ 180,00;2;R$ 360,00
2099;24/06/2019;11;R$ 1.322,00;3;R$ 3.966,00
2100;24/06/2019;30;R$ 515,00;4;R$ 2.060,00
2101;25/06/2019;31;R$ 2.300,00;5;R$ 11.500,00
2102;25/06/2019;24;R$ 480,00;3;R$ 1.440,00
2103;25/06/2019;18;R$ 335,00;5;R$ 1.675,00
2104;25/06/2019;25;R$ 180,00;5;R$ 900,00
2105;25/06/2019;15;R$ 750,00;2;R$ 1.500,00
2106;25/06/2019;24;R$ 480,00;2;R$ 960,00
2107;25/06/2019;12;R$ 4.500,00;1;R$ 4.500,00
2108;25/06/2019;30;R$ 515,00;1;R$ 515,00
2109;25/06/2019;17;R$ 1.340,00;1;R$ 1.340,00
2110;25/06/2019;19;R$ 334,00;2;R$ 668,00
2111;25/06/2019;7;R$ 1.200,00;3;R$ 3.600,00
2112;25/06/2019;6;R$ 1.190,50;5;R$ 5.952,50
2113;26/06/2019;21;R$ 360,00;5;R$ 1.800,00
2114;26/06/2019;25;R$ 180,00;5;R$ 900,00
2115;26/06/2019;12;R$ 4.500,00;4;R$ 18.000,00
2116;26/06/2019;3;R$ 1.099,00;2;R$ 2.198,00
2117;26/06/2019;12;R$ 4.500,00;1;R$ 4.500,00
2118;26/06/2019;7;R$ 1.200,00;4;R$ 4.800,00
2119;26/06/2019;18;R$ 335,00;1;R$ 335,00
2120;26/06/2019;12;R$ 4.500,00;5;R$ 22.500,00
2121;26/06/2019;16;R$ 790,00;1;R$ 790,00
2122;26/06/2019;20;R$ 4.500,00;3;R$ 13.500,00
2123;26/06/2019;30;R$ 515,00;1;R$ 515,00
2124;26/06/2019;4;R$ 799,90;1;R$ 799,90
2125;27/06/2019;26;R$ 225,00;1;R$ 225,00
2126;27/06/2019;26;R$ 225,00;1;R$ 225,00
2127;27/06/2019;31;R$ 2.300,00;4;R$ 9.200,00
2128;27/06/2019;28;R$ 180,00;1;R$ 180,00
2129;27/06/2019;20;R$ 4.500,00;4;R$ 18.000,00
2130;27/06/2019;24;R$ 480,00;1;R$ 480,00
2131;27/06/2019;26;R$ 225,00;4;R$ 900,00
2132;27/06/2019;25;R$ 180,00;1;R$ 180,00
2133;27/06/2019;20;R$ 4.500,00;1;R$ 4.500,00
2134;27/06/2019;5;R$ 899,90;5;R$ 4.499,50
2135;27/06/2019;13;R$ 3.200,00;5;R$ 16.000,00
2136;27/06/2019;16;R$ 790,00;5;R$ 3.950,00
2137;28/06/2019;14;R$ 830,00;5;R$ 4.150,00
2138;28/06/2019;8;R$ 2.300,00;1;R$ 2.300,00
2139;28/06/2019;8;R$ 2.300,00;5;R$ 11.500,00
2140;28/06/2019;24;R$ 480,00;3;R$ 1.440,00
2141;28/06/2019;15;R$ 750,00;5;R$ 3.750,00
2142;28/06/2019;14;R$ 830,00;4;R$ 3.320,00
2143;28/06/2019;15;R$ 750,00;3;R$ 2.250,00
2144;28/06/2019;7;R$ 1.200,00;3;R$ 3.600,00
2145;28/06/2019;18;R$ 335,00;2;R$ 670,00
2146;28/06/2019;31;R$ 2.300,00;5;R$ 11.500,00
2147;28/06/2019;7;R$ 1.200,00;1;R$ 1.200,00
2148;28/06/2019;13;R$ 3.200,00;4;R$ 12.800,00
2149;29/06/2019;13;R$ 3.200,00;3;R$ 9.600,00
2150;29/06/2019;15;R$ 750,00;3;R$ 2.250,00
2151;29/06/2019;2;R$ 1.899,50;2;R$ 3.799,00
2152;29/06/2019;1;R$ 1.499,50;4;R$ 5.998,00
2153;29/06/2019;29;R$ 85,00;4;R$ 340,00
2154;29/06/2019;10;R$ 1.199,00;3;R$ 3.597,00
2155;29/06/2019;22;R$ 1.150,00;5;R$ 5.750,00
2156;29/06/2019;9;R$ 1.899,00;2;R$ 3.798,00
2157;29/06/2019;15;R$ 750,00;2;R$ 1.500,00
2158;29/06/2019;22;R$ 1.150,00;5;R$ 5.750,00
2159;29/06/2019;13;R$ 3.200,00;2;R$ 6.400,00
2160;29/06/2019;8;R$ 2.300,00;1;R$ 2.300,00
2161;30/06/2019;1;R$ 1.499,50;5;R$ 7.497,50
2162;30/06/2019;26;R$ 225,00;4;R$ 900,00
2163;30/06/2019;32;R$ 2.400,00;2;R$ 4.800,00
2164;30/06/2019;32;R$ 2.400,00;2;R$ 4.800,00
2165;30/06/2019;12;R$ 4.500,00;2;R$ 9.000,00
2166;30/06/2019;30;R$ 515,00;3;R$ 1.545,00
2167;30/06/2019;10;R$ 1.199,00;5;R$ 5.995,00
2168;30/06/2019;3;R$ 1.099,00;4;R$ 4.396,00
2169;30/06/2019;6;R$ 1.190,50;3;R$ 3.571,50
2170;30/06/2019;26;R$ 225,00;5;R$ 1.125,00
2171;30/06/2019;29;R$ 85,00;4;R$ 340,00
2172;30/06/2019;7;R$ 1.200,00;3;R$ 3.600,00
