CodVenda;Data;CodProduto;Preço;Quantidade;Subtotal
453;07/02/2019;10; R$ 1.199,00 ;1; R$ 1.199,00 
454;07/02/2019;15; R$ 750,00 ;3; R$ 2.250,00 
455;07/02/2019;3; R$ 1.099,00 ;3; R$ 3.297,00 
456;07/02/2019;27; R$ 120,00 ;3; R$ 360,00 
457;08/02/2019;29; R$ 85,00 ;3; R$ 255,00 
458;08/02/2019;11; R$ 1.322,00 ;1; R$ 1.322,00 
459;08/02/2019;24; R$ 480,00 ;1; R$ 480,00 
460;08/02/2019;28; R$ 180,00 ;1; R$ 180,00 
461;08/02/2019;26; R$ 225,00 ;3; R$ 675,00 
462;08/02/2019;8; R$ 2.300,00 ;3; R$ 6.900,00 
463;08/02/2019;9; R$ 1.899,00 ;4; R$ 7.596,00 
464;08/02/2019;21; R$ 360,00 ;4; R$ 1.440,00 
465;08/02/2019;14; R$ 830,00 ;4; R$ 3.320,00 
466;08/02/2019;32; R$ 2.400,00 ;1; R$ 2.400,00 
467;08/02/2019;31; R$ 2.300,00 ;5; R$ 11.500,00 
468;08/02/2019;16; R$ 790,00 ;2; R$ 1.580,00 
469;09/02/2019;8; R$ 2.300,00 ;1; R$ 2.300,00 
470;09/02/2019;16; R$ 790,00 ;2; R$ 1.580,00 
471;09/02/2019;17; R$ 1.340,00 ;2; R$ 2.680,00 
472;09/02/2019;32; R$ 2.400,00 ;1; R$ 2.400,00 
473;09/02/2019;26; R$ 225,00 ;5; R$ 1.125,00 
474;09/02/2019;29; R$ 85,00 ;2; R$ 170,00 
475;09/02/2019;4; R$ 799,90 ;4; R$ 3.199,60 
476;09/02/2019;20; R$ 4.500,00 ;4; R$ 18.000,00 
477;09/02/2019;11; R$ 1.322,00 ;4; R$ 5.288,00 
478;09/02/2019;14; R$ 830,00 ;4; R$ 3.320,00 
479;09/02/2019;5; R$ 899,90 ;5; R$ 4.499,50 
480;09/02/2019;18; R$ 335,00 ;5; R$ 1.675,00 
481;10/02/2019;24; R$ 480,00 ;1; R$ 480,00 
482;10/02/2019;29; R$ 85,00 ;5; R$ 425,00 
483;10/02/2019;8; R$ 2.300,00 ;4; R$ 9.200,00 
484;10/02/2019;26; R$ 225,00 ;1; R$ 225,00 
485;10/02/2019;13; R$ 3.200,00 ;2; R$ 6.400,00 
486;10/02/2019;31; R$ 2.300,00 ;2; R$ 4.600,00 
487;10/02/2019;25; R$ 180,00 ;3; R$ 540,00 
488;10/02/2019;24; R$ 480,00 ;3; R$ 1.440,00 
489;10/02/2019;12; R$ 4.500,00 ;5; R$ 22.500,00 
490;10/02/2019;15; R$ 750,00 ;3; R$ 2.250,00 
491;10/02/2019;29; R$ 85,00 ;5; R$ 425,00 
492;10/02/2019;30; R$ 515,00 ;1; R$ 515,00 
493;11/02/2019;3; R$ 1.099,00 ;3; R$ 3.297,00 
494;11/02/2019;8; R$ 2.300,00 ;2; R$ 4.600,00 
495;11/02/2019;11; R$ 1.322,00 ;2; R$ 2.644,00 
496;11/02/2019;27; R$ 120,00 ;5; R$ 600,00 
497;11/02/2019;17; R$ 1.340,00 ;4; R$ 5.360,00 
498;11/02/2019;9; R$ 1.899,00 ;3; R$ 5.697,00 
499;11/02/2019;10; R$ 1.199,00 ;4; R$ 4.796,00 
500;11/02/2019;25; R$ 180,00 ;3; R$ 540,00 
501;11/02/2019;19; R$ 334,00 ;5; R$ 1.670,00 
502;11/02/2019;11; R$ 1.322,00 ;4; R$ 5.288,00 
503;11/02/2019;2; R$ 1.899,50 ;3; R$ 5.698,50 
504;11/02/2019;30; R$ 515,00 ;2; R$ 1.030,00 
505;12/02/2019;24; R$ 480,00 ;2; R$ 960,00 
506;12/02/2019;30; R$ 515,00 ;4; R$ 2.060,00 
507;12/02/2019;17; R$ 1.340,00 ;4; R$ 5.360,00 
508;12/02/2019;18; R$ 335,00 ;2; R$ 670,00 
509;12/02/2019;31; R$ 2.300,00 ;3; R$ 6.900,00 
510;12/02/2019;31; R$ 2.300,00 ;5; R$ 11.500,00 
511;12/02/2019;7; R$ 1.200,00 ;4; R$ 4.800,00 
512;12/02/2019;8; R$ 2.300,00 ;3; R$ 6.900,00 
513;12/02/2019;19; R$ 334,00 ;2; R$ 668,00 
514;12/02/2019;31; R$ 2.300,00 ;1; R$ 2.300,00 
515;12/02/2019;4; R$ 799,90 ;4; R$ 3.199,60 
516;12/02/2019;19; R$ 334,00 ;3; R$ 1.002,00 
517;13/02/2019;31; R$ 2.300,00 ;1; R$ 2.300,00 
518;13/02/2019;18; R$ 335,00 ;4; R$ 1.340,00 
519;13/02/2019;14; R$ 830,00 ;4; R$ 3.320,00 
520;13/02/2019;28; R$ 180,00 ;3; R$ 540,00 
521;13/02/2019;7; R$ 1.200,00 ;4; R$ 4.800,00 
522;13/02/2019;22; R$ 1.150,00 ;1; R$ 1.150,00 
523;13/02/2019;27; R$ 120,00 ;4; R$ 480,00 
524;13/02/2019;16; R$ 790,00 ;2; R$ 1.580,00 
525;13/02/2019;22; R$ 1.150,00 ;5; R$ 5.750,00 
526;13/02/2019;14; R$ 830,00 ;1; R$ 830,00 
527;13/02/2019;21; R$ 360,00 ;2; R$ 720,00 
528;13/02/2019;12; R$ 4.500,00 ;2; R$ 9.000,00 
529;14/02/2019;2; R$ 1.899,50 ;2; R$ 3.799,00 
530;14/02/2019;6; R$ 1.190,50 ;3; R$ 3.571,50 
531;14/02/2019;21; R$ 360,00 ;3; R$ 1.080,00 
532;14/02/2019;24; R$ 480,00 ;2; R$ 960,00 
533;14/02/2019;30; R$ 515,00 ;2; R$ 1.030,00 
534;14/02/2019;13; R$ 3.200,00 ;1; R$ 3.200,00 
535;14/02/2019;10; R$ 1.199,00 ;2; R$ 2.398,00 
536;14/02/2019;25; R$ 180,00 ;5; R$ 900,00 
537;14/02/2019;11; R$ 1.322,00 ;4; R$ 5.288,00 
538;14/02/2019;32; R$ 2.400,00 ;2; R$ 4.800,00 
539;14/02/2019;22; R$ 1.150,00 ;1; R$ 1.150,00 
540;14/02/2019;25; R$ 180,00 ;1; R$ 180,00 
541;15/02/2019;24; R$ 480,00 ;4; R$ 1.920,00 
542;15/02/2019;12; R$ 4.500,00 ;4; R$ 18.000,00 
543;15/02/2019;25; R$ 180,00 ;4; R$ 720,00 
544;15/02/2019;2; R$ 1.899,50 ;3; R$ 5.698,50 
545;15/02/2019;5; R$ 899,90 ;1; R$ 899,90 
546;15/02/2019;31; R$ 2.300,00 ;3; R$ 6.900,00 
547;15/02/2019;3; R$ 1.099,00 ;4; R$ 4.396,00 
548;15/02/2019;19; R$ 334,00 ;5; R$ 1.670,00 
549;15/02/2019;25; R$ 180,00 ;3; R$ 540,00 
550;15/02/2019;7; R$ 1.200,00 ;5; R$ 6.000,00 
551;15/02/2019;27; R$ 120,00 ;1; R$ 120,00 
552;15/02/2019;10; R$ 1.199,00 ;4; R$ 4.796,00 
553;16/02/2019;21; R$ 360,00 ;2; R$ 720,00 
554;16/02/2019;25; R$ 180,00 ;2; R$ 360,00 
555;16/02/2019;7; R$ 1.200,00 ;1; R$ 1.200,00 
556;16/02/2019;19; R$ 334,00 ;2; R$ 668,00 
557;16/02/2019;5; R$ 899,90 ;2; R$ 1.799,80 
558;16/02/2019;22; R$ 1.150,00 ;3; R$ 3.450,00 
559;16/02/2019;15; R$ 750,00 ;4; R$ 3.000,00 
560;16/02/2019;2; R$ 1.899,50 ;5; R$ 9.497,50 
561;16/02/2019;13; R$ 3.200,00 ;2; R$ 6.400,00 
562;16/02/2019;11; R$ 1.322,00 ;3; R$ 3.966,00 
563;16/02/2019;30; R$ 515,00 ;2; R$ 1.030,00 
564;16/02/2019;30; R$ 515,00 ;2; R$ 1.030,00 
565;17/02/2019;7; R$ 1.200,00 ;3; R$ 3.600,00 
566;17/02/2019;23; R$ 800,00 ;2; R$ 1.600,00 
567;17/02/2019;16; R$ 790,00 ;1; R$ 790,00 
568;17/02/2019;26; R$ 225,00 ;1; R$ 225,00 
569;17/02/2019;12; R$ 4.500,00 ;3; R$ 13.500,00 
570;17/02/2019;16; R$ 790,00 ;4; R$ 3.160,00 
571;17/02/2019;19; R$ 334,00 ;4; R$ 1.336,00 
572;17/02/2019;19; R$ 334,00 ;2; R$ 668,00 
573;17/02/2019;2; R$ 1.899,50 ;5; R$ 9.497,50 
574;17/02/2019;32; R$ 2.400,00 ;3; R$ 7.200,00 
575;17/02/2019;4; R$ 799,90 ;4; R$ 3.199,60 
576;17/02/2019;30; R$ 515,00 ;4; R$ 2.060,00 
577;18/02/2019;10; R$ 1.199,00 ;3; R$ 3.597,00 
578;18/02/2019;17; R$ 1.340,00 ;2; R$ 2.680,00 
579;18/02/2019;27; R$ 120,00 ;2; R$ 240,00 
580;18/02/2019;20; R$ 4.500,00 ;3; R$ 13.500,00 
581;18/02/2019;15; R$ 750,00 ;1; R$ 750,00 
582;18/02/2019;3; R$ 1.099,00 ;3; R$ 3.297,00 
583;18/02/2019;8; R$ 2.300,00 ;1; R$ 2.300,00 
584;18/02/2019;25; R$ 180,00 ;4; R$ 720,00 
585;18/02/2019;2; R$ 1.899,50 ;5; R$ 9.497,50 
586;18/02/2019;24; R$ 480,00 ;4; R$ 1.920,00 
587;18/02/2019;19; R$ 334,00 ;1; R$ 334,00 
588;18/02/2019;22; R$ 1.150,00 ;1; R$ 1.150,00 
589;19/02/2019;30; R$ 515,00 ;1; R$ 515,00 
590;19/02/2019;17; R$ 1.340,00 ;3; R$ 4.020,00 
591;19/02/2019;22; R$ 1.150,00 ;2; R$ 2.300,00 
592;19/02/2019;24; R$ 480,00 ;2; R$ 960,00 
593;19/02/2019;22; R$ 1.150,00 ;5; R$ 5.750,00 
594;19/02/2019;21; R$ 360,00 ;1; R$ 360,00 
595;19/02/2019;6; R$ 1.190,50 ;4; R$ 4.762,00 
596;19/02/2019;2; R$ 1.899,50 ;4; R$ 7.598,00 
597;19/02/2019;17; R$ 1.340,00 ;1; R$ 1.340,00 
598;19/02/2019;18; R$ 335,00 ;5; R$ 1.675,00 
599;19/02/2019;19; R$ 334,00 ;3; R$ 1.002,00 
600;19/02/2019;16; R$ 790,00 ;5; R$ 3.950,00 
601;20/02/2019;9; R$ 1.899,00 ;3; R$ 5.697,00 
602;20/02/2019;2; R$ 1.899,50 ;4; R$ 7.598,00 
603;20/02/2019;8; R$ 2.300,00 ;3; R$ 6.900,00 
604;20/02/2019;30; R$ 515,00 ;2; R$ 1.030,00 
605;20/02/2019;22; R$ 1.150,00 ;3; R$ 3.450,00 
606;20/02/2019;20; R$ 4.500,00 ;1; R$ 4.500,00 
607;20/02/2019;28; R$ 180,00 ;3; R$ 540,00 
608;20/02/2019;21; R$ 360,00 ;5; R$ 1.800,00 
609;20/02/2019;8; R$ 2.300,00 ;3; R$ 6.900,00 
610;20/02/2019;4; R$ 799,90 ;4; R$ 3.199,60 
611;20/02/2019;23; R$ 800,00 ;1; R$ 800,00 
612;20/02/2019;22; R$ 1.150,00 ;2; R$ 2.300,00 
613;21/02/2019;6; R$ 1.190,50 ;2; R$ 2.381,00 
614;21/02/2019;28; R$ 180,00 ;3; R$ 540,00 
615;21/02/2019;15; R$ 750,00 ;4; R$ 3.000,00 
616;21/02/2019;22; R$ 1.150,00 ;3; R$ 3.450,00 
617;21/02/2019;4; R$ 799,90 ;5; R$ 3.999,50 
618;21/02/2019;1; R$ 1.499,50 ;2; R$ 2.999,00 
619;21/02/2019;12; R$ 4.500,00 ;1; R$ 4.500,00 
620;21/02/2019;22; R$ 1.150,00 ;5; R$ 5.750,00 
621;21/02/2019;15; R$ 750,00 ;1; R$ 750,00 
622;21/02/2019;27; R$ 120,00 ;1; R$ 120,00 
623;21/02/2019;8; R$ 2.300,00 ;2; R$ 4.600,00 
624;21/02/2019;6; R$ 1.190,50 ;3; R$ 3.571,50 
625;22/02/2019;11; R$ 1.322,00 ;2; R$ 2.644,00 
626;22/02/2019;19; R$ 334,00 ;1; R$ 334,00 
627;22/02/2019;2; R$ 1.899,50 ;1; R$ 1.899,50 
628;22/02/2019;30; R$ 515,00 ;1; R$ 515,00 
629;22/02/2019;23; R$ 800,00 ;5; R$ 4.000,00 
630;22/02/2019;16; R$ 790,00 ;1; R$ 790,00 
631;22/02/2019;31; R$ 2.300,00 ;4; R$ 9.200,00 
632;22/02/2019;23; R$ 800,00 ;2; R$ 1.600,00 
633;22/02/2019;1; R$ 1.499,50 ;4; R$ 5.998,00 
634;22/02/2019;23; R$ 800,00 ;2; R$ 1.600,00 
635;22/02/2019;24; R$ 480,00 ;5; R$ 2.400,00 
636;22/02/2019;18; R$ 335,00 ;5; R$ 1.675,00 
637;23/02/2019;29; R$ 85,00 ;3; R$ 255,00 
638;23/02/2019;28; R$ 180,00 ;4; R$ 720,00 
639;23/02/2019;1; R$ 1.499,50 ;3; R$ 4.498,50 
640;23/02/2019;15; R$ 750,00 ;4; R$ 3.000,00 
641;23/02/2019;13; R$ 3.200,00 ;4; R$ 12.800,00 
642;23/02/2019;12; R$ 4.500,00 ;2; R$ 9.000,00 
643;23/02/2019;15; R$ 750,00 ;2; R$ 1.500,00 
644;23/02/2019;6; R$ 1.190,50 ;2; R$ 2.381,00 
645;23/02/2019;26; R$ 225,00 ;4; R$ 900,00 
646;23/02/2019;21; R$ 360,00 ;5; R$ 1.800,00 
647;23/02/2019;16; R$ 790,00 ;4; R$ 3.160,00 
648;23/02/2019;5; R$ 899,90 ;1; R$ 899,90 
649;24/02/2019;8; R$ 2.300,00 ;3; R$ 6.900,00 
650;24/02/2019;17; R$ 1.340,00 ;4; R$ 5.360,00 
651;24/02/2019;14; R$ 830,00 ;1; R$ 830,00 
652;24/02/2019;9; R$ 1.899,00 ;4; R$ 7.596,00 
653;24/02/2019;6; R$ 1.190,50 ;3; R$ 3.571,50 
654;24/02/2019;20; R$ 4.500,00 ;1; R$ 4.500,00 
655;24/02/2019;28; R$ 180,00 ;4; R$ 720,00 
656;24/02/2019;32; R$ 2.400,00 ;1; R$ 2.400,00 
657;24/02/2019;26; R$ 225,00 ;3; R$ 675,00 
658;24/02/2019;7; R$ 1.200,00 ;2; R$ 2.400,00 
659;24/02/2019;31; R$ 2.300,00 ;3; R$ 6.900,00 
660;24/02/2019;19; R$ 334,00 ;4; R$ 1.336,00 
661;25/02/2019;9; R$ 1.899,00 ;2; R$ 3.798,00 
662;25/02/2019;31; R$ 2.300,00 ;4; R$ 9.200,00 
663;25/02/2019;21; R$ 360,00 ;2; R$ 720,00 
664;25/02/2019;26; R$ 225,00 ;1; R$ 225,00 
665;25/02/2019;15; R$ 750,00 ;3; R$ 2.250,00 
666;25/02/2019;25; R$ 180,00 ;1; R$ 180,00 
667;25/02/2019;7; R$ 1.200,00 ;3; R$ 3.600,00 
668;25/02/2019;14; R$ 830,00 ;4; R$ 3.320,00 
669;25/02/2019;13; R$ 3.200,00 ;4; R$ 12.800,00 
670;25/02/2019;13; R$ 3.200,00 ;2; R$ 6.400,00 
671;25/02/2019;26; R$ 225,00 ;3; R$ 675,00 
672;25/02/2019;2; R$ 1.899,50 ;3; R$ 5.698,50 
673;26/02/2019;13; R$ 3.200,00 ;4; R$ 12.800,00 
674;26/02/2019;15; R$ 750,00 ;4; R$ 3.000,00 
675;26/02/2019;7; R$ 1.200,00 ;3; R$ 3.600,00 
676;26/02/2019;7; R$ 1.200,00 ;3; R$ 3.600,00 
677;26/02/2019;24; R$ 480,00 ;2; R$ 960,00 
678;26/02/2019;22; R$ 1.150,00 ;4; R$ 4.600,00 
679;26/02/2019;10; R$ 1.199,00 ;5; R$ 5.995,00 
680;26/02/2019;3; R$ 1.099,00 ;5; R$ 5.495,00 
681;26/02/2019;3; R$ 1.099,00 ;1; R$ 1.099,00 
682;26/02/2019;17; R$ 1.340,00 ;2; R$ 2.680,00 
683;26/02/2019;4; R$ 799,90 ;3; R$ 2.399,70 
684;26/02/2019;16; R$ 790,00 ;2; R$ 1.580,00 
685;27/02/2019;21; R$ 360,00 ;2; R$ 720,00 
686;27/02/2019;18; R$ 335,00 ;5; R$ 1.675,00 
687;27/02/2019;11; R$ 1.322,00 ;3; R$ 3.966,00 
688;27/02/2019;21; R$ 360,00 ;2; R$ 720,00 
689;27/02/2019;16; R$ 790,00 ;1; R$ 790,00 
690;27/02/2019;23; R$ 800,00 ;3; R$ 2.400,00 
691;27/02/2019;23; R$ 800,00 ;4; R$ 3.200,00 
692;27/02/2019;10; R$ 1.199,00 ;2; R$ 2.398,00 
693;27/02/2019;12; R$ 4.500,00 ;2; R$ 9.000,00 
694;27/02/2019;2; R$ 1.899,50 ;2; R$ 3.799,00 
695;27/02/2019;11; R$ 1.322,00 ;5; R$ 6.610,00 
696;27/02/2019;11; R$ 1.322,00 ;5; R$ 6.610,00 
697;28/02/2019;29; R$ 85,00 ;4; R$ 340,00 
698;28/02/2019;10; R$ 1.199,00 ;1; R$ 1.199,00 
699;28/02/2019;23; R$ 800,00 ;2; R$ 1.600,00 
700;28/02/2019;32; R$ 2.400,00 ;1; R$ 2.400,00 
701;28/02/2019;26; R$ 225,00 ;2; R$ 450,00 
702;28/02/2019;4; R$ 799,90 ;3; R$ 2.399,70 
703;28/02/2019;1; R$ 1.499,50 ;4; R$ 5.998,00 
704;28/02/2019;13; R$ 3.200,00 ;5; R$ 16.000,00 
705;28/02/2019;19; R$ 334,00 ;3; R$ 1.002,00 
706;28/02/2019;27; R$ 120,00 ;1; R$ 120,00 
707;28/02/2019;7; R$ 1.200,00 ;4; R$ 4.800,00 
708;28/02/2019;32; R$ 2.400,00 ;4; R$ 9.600,00 
