CodVenda;Data;CodProduto;Preço;Quantidade;Subtotal
4038;03/12/2019;12;R$ 4.500,00;1;R$ 4.500,00
4039;03/12/2019;1;R$ 1.499,50;5;R$ 7.497,50
4040;03/12/2019;9;R$ 1.899,00;4;R$ 7.596,00
4041;03/12/2019;30;R$ 515,00;1;R$ 515,00
4042;03/12/2019;12;R$ 4.500,00;3;R$ 13.500,00
4043;03/12/2019;11;R$ 1.322,00;4;R$ 5.288,00
4044;03/12/2019;4;R$ 799,90;3;R$ 2.399,70
4045;04/12/2019;18;R$ 335,00;1;R$ 335,00
4046;04/12/2019;31;R$ 2.300,00;1;R$ 2.300,00
4047;04/12/2019;26;R$ 225,00;3;R$ 675,00
4048;04/12/2019;4;R$ 799,90;4;R$ 3.199,60
4049;04/12/2019;28;R$ 180,00;1;R$ 180,00
4050;04/12/2019;10;R$ 1.199,00;4;R$ 4.796,00
4051;04/12/2019;3;R$ 1.099,00;2;R$ 2.198,00
4052;04/12/2019;22;R$ 1.150,00;5;R$ 5.750,00
4053;04/12/2019;16;R$ 790,00;3;R$ 2.370,00
4054;04/12/2019;25;R$ 180,00;2;R$ 360,00
4055;04/12/2019;14;R$ 830,00;4;R$ 3.320,00
4056;04/12/2019;25;R$ 180,00;5;R$ 900,00
4057;05/12/2019;25;R$ 180,00;1;R$ 180,00
4058;05/12/2019;8;R$ 2.300,00;5;R$ 11.500,00
4059;05/12/2019;23;R$ 800,00;3;R$ 2.400,00
4060;05/12/2019;6;R$ 1.190,50;3;R$ 3.571,50
4061;05/12/2019;15;R$ 750,00;4;R$ 3.000,00
4062;05/12/2019;20;R$ 4.500,00;4;R$ 18.000,00
4063;05/12/2019;30;R$ 515,00;2;R$ 1.030,00
4064;05/12/2019;17;R$ 1.340,00;2;R$ 2.680,00
4065;05/12/2019;17;R$ 1.340,00;1;R$ 1.340,00
4066;05/12/2019;22;R$ 1.150,00;3;R$ 3.450,00
4067;05/12/2019;23;R$ 800,00;3;R$ 2.400,00
4068;05/12/2019;31;R$ 2.300,00;4;R$ 9.200,00
4069;06/12/2019;10;R$ 1.199,00;4;R$ 4.796,00
4070;06/12/2019;27;R$ 120,00;3;R$ 360,00
4071;06/12/2019;17;R$ 1.340,00;3;R$ 4.020,00
4072;06/12/2019;2;R$ 1.899,50;3;R$ 5.698,50
4073;06/12/2019;6;R$ 1.190,50;3;R$ 3.571,50
4074;06/12/2019;19;R$ 334,00;4;R$ 1.336,00
4075;06/12/2019;28;R$ 180,00;2;R$ 360,00
4076;06/12/2019;25;R$ 180,00;4;R$ 720,00
4077;06/12/2019;18;R$ 335,00;4;R$ 1.340,00
4078;06/12/2019;2;R$ 1.899,50;1;R$ 1.899,50
4079;06/12/2019;20;R$ 4.500,00;5;R$ 22.500,00
4080;06/12/2019;22;R$ 1.150,00;5;R$ 5.750,00
4081;07/12/2019;4;R$ 799,90;3;R$ 2.399,70
4082;07/12/2019;9;R$ 1.899,00;4;R$ 7.596,00
4083;07/12/2019;7;R$ 1.200,00;3;R$ 3.600,00
4084;07/12/2019;28;R$ 180,00;3;R$ 540,00
4085;07/12/2019;1;R$ 1.499,50;1;R$ 1.499,50
4086;07/12/2019;5;R$ 899,90;4;R$ 3.599,60
4087;07/12/2019;1;R$ 1.499,50;1;R$ 1.499,50
4088;07/12/2019;27;R$ 120,00;1;R$ 120,00
4089;07/12/2019;1;R$ 1.499,50;2;R$ 2.999,00
4090;07/12/2019;14;R$ 830,00;4;R$ 3.320,00
4091;07/12/2019;8;R$ 2.300,00;5;R$ 11.500,00
4092;07/12/2019;13;R$ 3.200,00;1;R$ 3.200,00
4093;08/12/2019;20;R$ 4.500,00;4;R$ 18.000,00
4094;08/12/2019;27;R$ 120,00;1;R$ 120,00
4095;08/12/2019;4;R$ 799,90;2;R$ 1.599,80
4096;08/12/2019;31;R$ 2.300,00;4;R$ 9.200,00
4097;08/12/2019;22;R$ 1.150,00;2;R$ 2.300,00
4098;08/12/2019;1;R$ 1.499,50;5;R$ 7.497,50
4099;08/12/2019;29;R$ 85,00;2;R$ 170,00
4100;08/12/2019;9;R$ 1.899,00;5;R$ 9.495,00
4101;08/12/2019;29;R$ 85,00;4;R$ 340,00
4102;08/12/2019;30;R$ 515,00;3;R$ 1.545,00
4103;08/12/2019;1;R$ 1.499,50;4;R$ 5.998,00
4104;08/12/2019;12;R$ 4.500,00;3;R$ 13.500,00
4105;09/12/2019;7;R$ 1.200,00;5;R$ 6.000,00
4106;09/12/2019;18;R$ 335,00;5;R$ 1.675,00
4107;09/12/2019;24;R$ 480,00;1;R$ 480,00
4108;09/12/2019;26;R$ 225,00;3;R$ 675,00
4109;09/12/2019;30;R$ 515,00;5;R$ 2.575,00
4110;09/12/2019;28;R$ 180,00;4;R$ 720,00
4111;09/12/2019;12;R$ 4.500,00;1;R$ 4.500,00
4112;09/12/2019;5;R$ 899,90;5;R$ 4.499,50
4113;09/12/2019;17;R$ 1.340,00;2;R$ 2.680,00
4114;09/12/2019;7;R$ 1.200,00;5;R$ 6.000,00
4115;09/12/2019;31;R$ 2.300,00;5;R$ 11.500,00
4116;09/12/2019;3;R$ 1.099,00;2;R$ 2.198,00
4117;10/12/2019;28;R$ 180,00;2;R$ 360,00
4118;10/12/2019;6;R$ 1.190,50;1;R$ 1.190,50
4119;10/12/2019;13;R$ 3.200,00;4;R$ 12.800,00
4120;10/12/2019;11;R$ 1.322,00;2;R$ 2.644,00
4121;10/12/2019;9;R$ 1.899,00;3;R$ 5.697,00
4122;10/12/2019;25;R$ 180,00;5;R$ 900,00
4123;10/12/2019;32;R$ 2.400,00;3;R$ 7.200,00
4124;10/12/2019;1;R$ 1.499,50;3;R$ 4.498,50
4125;10/12/2019;2;R$ 1.899,50;5;R$ 9.497,50
4126;10/12/2019;1;R$ 1.499,50;4;R$ 5.998,00
4127;10/12/2019;1;R$ 1.499,50;1;R$ 1.499,50
4128;10/12/2019;2;R$ 1.899,50;1;R$ 1.899,50
4129;11/12/2019;21;R$ 360,00;1;R$ 360,00
4130;11/12/2019;22;R$ 1.150,00;2;R$ 2.300,00
4131;11/12/2019;22;R$ 1.150,00;2;R$ 2.300,00
4132;11/12/2019;25;R$ 180,00;2;R$ 360,00
4133;11/12/2019;10;R$ 1.199,00;2;R$ 2.398,00
4134;11/12/2019;9;R$ 1.899,00;2;R$ 3.798,00
4135;11/12/2019;21;R$ 360,00;4;R$ 1.440,00
4136;11/12/2019;1;R$ 1.499,50;5;R$ 7.497,50
4137;11/12/2019;26;R$ 225,00;1;R$ 225,00
4138;11/12/2019;31;R$ 2.300,00;4;R$ 9.200,00
4139;11/12/2019;11;R$ 1.322,00;5;R$ 6.610,00
4140;11/12/2019;19;R$ 334,00;1;R$ 334,00
4141;12/12/2019;17;R$ 1.340,00;3;R$ 4.020,00
4142;12/12/2019;2;R$ 1.899,50;4;R$ 7.598,00
4143;12/12/2019;28;R$ 180,00;1;R$ 180,00
4144;12/12/2019;22;R$ 1.150,00;2;R$ 2.300,00
4145;12/12/2019;2;R$ 1.899,50;5;R$ 9.497,50
4146;12/12/2019;28;R$ 180,00;5;R$ 900,00
4147;12/12/2019;3;R$ 1.099,00;1;R$ 1.099,00
4148;12/12/2019;9;R$ 1.899,00;1;R$ 1.899,00
4149;12/12/2019;6;R$ 1.190,50;2;R$ 2.381,00
4150;12/12/2019;14;R$ 830,00;1;R$ 830,00
4151;12/12/2019;26;R$ 225,00;4;R$ 900,00
4152;12/12/2019;8;R$ 2.300,00;4;R$ 9.200,00
4153;13/12/2019;7;R$ 1.200,00;2;R$ 2.400,00
4154;13/12/2019;30;R$ 515,00;5;R$ 2.575,00
4155;13/12/2019;9;R$ 1.899,00;3;R$ 5.697,00
4156;13/12/2019;4;R$ 799,90;2;R$ 1.599,80
4157;13/12/2019;12;R$ 4.500,00;3;R$ 13.500,00
4158;13/12/2019;32;R$ 2.400,00;5;R$ 12.000,00
4159;13/12/2019;16;R$ 790,00;1;R$ 790,00
4160;13/12/2019;30;R$ 515,00;3;R$ 1.545,00
4161;13/12/2019;27;R$ 120,00;3;R$ 360,00
4162;13/12/2019;30;R$ 515,00;5;R$ 2.575,00
4163;13/12/2019;14;R$ 830,00;3;R$ 2.490,00
4164;13/12/2019;22;R$ 1.150,00;2;R$ 2.300,00
4165;14/12/2019;11;R$ 1.322,00;2;R$ 2.644,00
4166;14/12/2019;28;R$ 180,00;3;R$ 540,00
4167;14/12/2019;24;R$ 480,00;5;R$ 2.400,00
4168;14/12/2019;17;R$ 1.340,00;1;R$ 1.340,00
4169;14/12/2019;10;R$ 1.199,00;2;R$ 2.398,00
4170;14/12/2019;20;R$ 4.500,00;4;R$ 18.000,00
4171;14/12/2019;1;R$ 1.499,50;2;R$ 2.999,00
4172;14/12/2019;15;R$ 750,00;3;R$ 2.250,00
4173;14/12/2019;16;R$ 790,00;4;R$ 3.160,00
4174;14/12/2019;7;R$ 1.200,00;2;R$ 2.400,00
4175;14/12/2019;23;R$ 800,00;5;R$ 4.000,00
4176;14/12/2019;2;R$ 1.899,50;1;R$ 1.899,50
4177;15/12/2019;30;R$ 515,00;3;R$ 1.545,00
4178;15/12/2019;7;R$ 1.200,00;4;R$ 4.800,00
4179;15/12/2019;2;R$ 1.899,50;4;R$ 7.598,00
4180;15/12/2019;2;R$ 1.899,50;1;R$ 1.899,50
4181;15/12/2019;16;R$ 790,00;1;R$ 790,00
4182;15/12/2019;20;R$ 4.500,00;3;R$ 13.500,00
4183;15/12/2019;26;R$ 225,00;4;R$ 900,00
4184;15/12/2019;20;R$ 4.500,00;4;R$ 18.000,00
4185;15/12/2019;12;R$ 4.500,00;4;R$ 18.000,00
4186;15/12/2019;22;R$ 1.150,00;2;R$ 2.300,00
4187;15/12/2019;25;R$ 180,00;4;R$ 720,00
4188;15/12/2019;13;R$ 3.200,00;5;R$ 16.000,00
4189;16/12/2019;15;R$ 750,00;1;R$ 750,00
4190;16/12/2019;2;R$ 1.899,50;2;R$ 3.799,00
4191;16/12/2019;29;R$ 85,00;4;R$ 340,00
4192;16/12/2019;30;R$ 515,00;2;R$ 1.030,00
4193;16/12/2019;7;R$ 1.200,00;4;R$ 4.800,00
4194;16/12/2019;9;R$ 1.899,00;3;R$ 5.697,00
4195;16/12/2019;7;R$ 1.200,00;1;R$ 1.200,00
4196;16/12/2019;31;R$ 2.300,00;3;R$ 6.900,00
4197;16/12/2019;23;R$ 800,00;4;R$ 3.200,00
4198;16/12/2019;17;R$ 1.340,00;2;R$ 2.680,00
4199;16/12/2019;7;R$ 1.200,00;1;R$ 1.200,00
4200;16/12/2019;14;R$ 830,00;3;R$ 2.490,00
4201;17/12/2019;27;R$ 120,00;5;R$ 600,00
4202;17/12/2019;12;R$ 4.500,00;2;R$ 9.000,00
4203;17/12/2019;16;R$ 790,00;2;R$ 1.580,00
4204;17/12/2019;3;R$ 1.099,00;4;R$ 4.396,00
4205;17/12/2019;12;R$ 4.500,00;2;R$ 9.000,00
4206;17/12/2019;11;R$ 1.322,00;1;R$ 1.322,00
4207;17/12/2019;8;R$ 2.300,00;3;R$ 6.900,00
4208;17/12/2019;19;R$ 334,00;2;R$ 668,00
4209;17/12/2019;2;R$ 1.899,50;5;R$ 9.497,50
4210;17/12/2019;30;R$ 515,00;2;R$ 1.030,00
4211;17/12/2019;28;R$ 180,00;5;R$ 900,00
4212;17/12/2019;9;R$ 1.899,00;3;R$ 5.697,00
4213;18/12/2019;29;R$ 85,00;1;R$ 85,00
4214;18/12/2019;1;R$ 1.499,50;2;R$ 2.999,00
4215;18/12/2019;11;R$ 1.322,00;1;R$ 1.322,00
4216;18/12/2019;27;R$ 120,00;1;R$ 120,00
4217;18/12/2019;22;R$ 1.150,00;5;R$ 5.750,00
4218;18/12/2019;22;R$ 1.150,00;5;R$ 5.750,00
4219;18/12/2019;28;R$ 180,00;2;R$ 360,00
4220;18/12/2019;6;R$ 1.190,50;3;R$ 3.571,50
4221;18/12/2019;13;R$ 3.200,00;1;R$ 3.200,00
4222;18/12/2019;16;R$ 790,00;1;R$ 790,00
4223;18/12/2019;30;R$ 515,00;1;R$ 515,00
4224;18/12/2019;25;R$ 180,00;3;R$ 540,00
4225;19/12/2019;16;R$ 790,00;3;R$ 2.370,00
4226;19/12/2019;15;R$ 750,00;3;R$ 2.250,00
4227;19/12/2019;12;R$ 4.500,00;1;R$ 4.500,00
4228;19/12/2019;29;R$ 85,00;2;R$ 170,00
4229;19/12/2019;5;R$ 899,90;4;R$ 3.599,60
4230;19/12/2019;1;R$ 1.499,50;5;R$ 7.497,50
4231;19/12/2019;7;R$ 1.200,00;4;R$ 4.800,00
4232;19/12/2019;31;R$ 2.300,00;2;R$ 4.600,00
4233;19/12/2019;25;R$ 180,00;2;R$ 360,00
4234;19/12/2019;18;R$ 335,00;1;R$ 335,00
4235;19/12/2019;23;R$ 800,00;4;R$ 3.200,00
4236;19/12/2019;15;R$ 750,00;1;R$ 750,00
4237;20/12/2019;22;R$ 1.150,00;3;R$ 3.450,00
4238;20/12/2019;17;R$ 1.340,00;1;R$ 1.340,00
4239;20/12/2019;24;R$ 480,00;4;R$ 1.920,00
4240;20/12/2019;18;R$ 335,00;3;R$ 1.005,00
4241;20/12/2019;4;R$ 799,90;2;R$ 1.599,80
4242;20/12/2019;18;R$ 335,00;3;R$ 1.005,00
4243;20/12/2019;11;R$ 1.322,00;4;R$ 5.288,00
4244;20/12/2019;16;R$ 790,00;3;R$ 2.370,00
4245;20/12/2019;31;R$ 2.300,00;2;R$ 4.600,00
4246;20/12/2019;5;R$ 899,90;3;R$ 2.699,70
4247;20/12/2019;26;R$ 225,00;2;R$ 450,00
4248;20/12/2019;15;R$ 750,00;1;R$ 750,00
4249;21/12/2019;2;R$ 1.899,50;1;R$ 1.899,50
4250;21/12/2019;4;R$ 799,90;3;R$ 2.399,70
4251;21/12/2019;10;R$ 1.199,00;4;R$ 4.796,00
4252;21/12/2019;13;R$ 3.200,00;4;R$ 12.800,00
4253;21/12/2019;22;R$ 1.150,00;3;R$ 3.450,00
4254;21/12/2019;7;R$ 1.200,00;4;R$ 4.800,00
4255;21/12/2019;8;R$ 2.300,00;5;R$ 11.500,00
4256;21/12/2019;25;R$ 180,00;5;R$ 900,00
4257;21/12/2019;20;R$ 4.500,00;5;R$ 22.500,00
4258;21/12/2019;27;R$ 120,00;2;R$ 240,00
4259;21/12/2019;9;R$ 1.899,00;3;R$ 5.697,00
4260;21/12/2019;29;R$ 85,00;2;R$ 170,00
4261;22/12/2019;27;R$ 120,00;1;R$ 120,00
4262;22/12/2019;22;R$ 1.150,00;3;R$ 3.450,00
4263;22/12/2019;6;R$ 1.190,50;1;R$ 1.190,50
4264;22/12/2019;22;R$ 1.150,00;1;R$ 1.150,00
4265;22/12/2019;15;R$ 750,00;3;R$ 2.250,00
4266;22/12/2019;26;R$ 225,00;3;R$ 675,00
4267;22/12/2019;22;R$ 1.150,00;3;R$ 3.450,00
4268;22/12/2019;6;R$ 1.190,50;5;R$ 5.952,50
4269;22/12/2019;12;R$ 4.500,00;2;R$ 9.000,00
4270;22/12/2019;28;R$ 180,00;2;R$ 360,00
4271;22/12/2019;21;R$ 360,00;4;R$ 1.440,00
4272;22/12/2019;31;R$ 2.300,00;2;R$ 4.600,00
4273;23/12/2019;32;R$ 2.400,00;1;R$ 2.400,00
4274;23/12/2019;30;R$ 515,00;3;R$ 1.545,00
4275;23/12/2019;9;R$ 1.899,00;3;R$ 5.697,00
4276;23/12/2019;22;R$ 1.150,00;3;R$ 3.450,00
4277;23/12/2019;9;R$ 1.899,00;2;R$ 3.798,00
4278;23/12/2019;32;R$ 2.400,00;1;R$ 2.400,00
4279;23/12/2019;8;R$ 2.300,00;2;R$ 4.600,00
4280;23/12/2019;13;R$ 3.200,00;4;R$ 12.800,00
4281;23/12/2019;9;R$ 1.899,00;5;R$ 9.495,00
4282;23/12/2019;2;R$ 1.899,50;4;R$ 7.598,00
4283;23/12/2019;12;R$ 4.500,00;1;R$ 4.500,00
4284;23/12/2019;28;R$ 180,00;4;R$ 720,00
4285;24/12/2019;7;R$ 1.200,00;4;R$ 4.800,00
4286;24/12/2019;20;R$ 4.500,00;1;R$ 4.500,00
4287;24/12/2019;3;R$ 1.099,00;4;R$ 4.396,00
4288;24/12/2019;12;R$ 4.500,00;2;R$ 9.000,00
4289;24/12/2019;3;R$ 1.099,00;3;R$ 3.297,00
4290;24/12/2019;10;R$ 1.199,00;4;R$ 4.796,00
4291;24/12/2019;9;R$ 1.899,00;5;R$ 9.495,00
4292;24/12/2019;27;R$ 120,00;4;R$ 480,00
4293;24/12/2019;18;R$ 335,00;5;R$ 1.675,00
4294;24/12/2019;9;R$ 1.899,00;3;R$ 5.697,00
4295;24/12/2019;27;R$ 120,00;1;R$ 120,00
4296;24/12/2019;27;R$ 120,00;4;R$ 480,00
4297;25/12/2019;19;R$ 334,00;1;R$ 334,00
4298;25/12/2019;16;R$ 790,00;1;R$ 790,00
4299;25/12/2019;8;R$ 2.300,00;5;R$ 11.500,00
4300;25/12/2019;29;R$ 85,00;4;R$ 340,00
4301;25/12/2019;14;R$ 830,00;1;R$ 830,00
4302;25/12/2019;14;R$ 830,00;4;R$ 3.320,00
4303;25/12/2019;8;R$ 2.300,00;5;R$ 11.500,00
4304;25/12/2019;27;R$ 120,00;3;R$ 360,00
4305;25/12/2019;9;R$ 1.899,00;1;R$ 1.899,00
4306;25/12/2019;21;R$ 360,00;2;R$ 720,00
4307;25/12/2019;7;R$ 1.200,00;4;R$ 4.800,00
4308;25/12/2019;8;R$ 2.300,00;1;R$ 2.300,00
4309;26/12/2019;3;R$ 1.099,00;3;R$ 3.297,00
4310;26/12/2019;20;R$ 4.500,00;3;R$ 13.500,00
4311;26/12/2019;11;R$ 1.322,00;1;R$ 1.322,00
4312;26/12/2019;15;R$ 750,00;1;R$ 750,00
4313;26/12/2019;15;R$ 750,00;1;R$ 750,00
4314;26/12/2019;5;R$ 899,90;5;R$ 4.499,50
4315;26/12/2019;6;R$ 1.190,50;2;R$ 2.381,00
4316;26/12/2019;26;R$ 225,00;1;R$ 225,00
4317;26/12/2019;19;R$ 334,00;5;R$ 1.670,00
4318;26/12/2019;31;R$ 2.300,00;1;R$ 2.300,00
4319;26/12/2019;10;R$ 1.199,00;5;R$ 5.995,00
4320;26/12/2019;29;R$ 85,00;4;R$ 340,00
4321;27/12/2019;23;R$ 800,00;5;R$ 4.000,00
4322;27/12/2019;5;R$ 899,90;4;R$ 3.599,60
4323;27/12/2019;19;R$ 334,00;2;R$ 668,00
4324;27/12/2019;23;R$ 800,00;4;R$ 3.200,00
4325;27/12/2019;32;R$ 2.400,00;1;R$ 2.400,00
4326;27/12/2019;22;R$ 1.150,00;4;R$ 4.600,00
4327;27/12/2019;31;R$ 2.300,00;5;R$ 11.500,00
4328;27/12/2019;14;R$ 830,00;1;R$ 830,00
4329;27/12/2019;13;R$ 3.200,00;3;R$ 9.600,00
4330;27/12/2019;20;R$ 4.500,00;2;R$ 9.000,00
4331;27/12/2019;13;R$ 3.200,00;5;R$ 16.000,00
4332;27/12/2019;9;R$ 1.899,00;2;R$ 3.798,00
4333;28/12/2019;22;R$ 1.150,00;1;R$ 1.150,00
4334;28/12/2019;9;R$ 1.899,00;4;R$ 7.596,00
4335;28/12/2019;12;R$ 4.500,00;5;R$ 22.500,00
4336;28/12/2019;6;R$ 1.190,50;2;R$ 2.381,00
4337;28/12/2019;11;R$ 1.322,00;5;R$ 6.610,00
4338;28/12/2019;29;R$ 85,00;4;R$ 340,00
4339;28/12/2019;1;R$ 1.499,50;1;R$ 1.499,50
4340;28/12/2019;15;R$ 750,00;1;R$ 750,00
4341;28/12/2019;23;R$ 800,00;4;R$ 3.200,00
4342;28/12/2019;5;R$ 899,90;2;R$ 1.799,80
4343;28/12/2019;24;R$ 480,00;1;R$ 480,00
4344;28/12/2019;7;R$ 1.200,00;4;R$ 4.800,00
4345;29/12/2019;14;R$ 830,00;2;R$ 1.660,00
4346;29/12/2019;29;R$ 85,00;4;R$ 340,00
4347;29/12/2019;7;R$ 1.200,00;3;R$ 3.600,00
4348;29/12/2019;8;R$ 2.300,00;4;R$ 9.200,00
4349;29/12/2019;24;R$ 480,00;2;R$ 960,00
4350;29/12/2019;23;R$ 800,00;5;R$ 4.000,00
4351;29/12/2019;7;R$ 1.200,00;4;R$ 4.800,00
4352;29/12/2019;7;R$ 1.200,00;1;R$ 1.200,00
4353;29/12/2019;13;R$ 3.200,00;4;R$ 12.800,00
4354;29/12/2019;27;R$ 120,00;1;R$ 120,00
4355;29/12/2019;13;R$ 3.200,00;1;R$ 3.200,00
4356;29/12/2019;13;R$ 3.200,00;2;R$ 6.400,00
4357;30/12/2019;12;R$ 4.500,00;2;R$ 9.000,00
4358;30/12/2019;9;R$ 1.899,00;3;R$ 5.697,00
4359;30/12/2019;6;R$ 1.190,50;5;R$ 5.952,50
4360;30/12/2019;15;R$ 750,00;2;R$ 1.500,00
4361;30/12/2019;12;R$ 4.500,00;2;R$ 9.000,00
4362;30/12/2019;28;R$ 180,00;1;R$ 180,00
4363;30/12/2019;4;R$ 799,90;2;R$ 1.599,80
4364;30/12/2019;10;R$ 1.199,00;3;R$ 3.597,00
4365;30/12/2019;5;R$ 899,90;4;R$ 3.599,60
4366;30/12/2019;9;R$ 1.899,00;3;R$ 5.697,00
4367;30/12/2019;29;R$ 85,00;5;R$ 425,00
4368;30/12/2019;4;R$ 799,90;5;R$ 3.999,50
4369;31/12/2019;10;R$ 1.199,00;3;R$ 3.597,00
4370;31/12/2019;22;R$ 1.150,00;1;R$ 1.150,00
4371;31/12/2019;32;R$ 2.400,00;3;R$ 7.200,00
4372;31/12/2019;30;R$ 515,00;1;R$ 515,00
4373;31/12/2019;24;R$ 480,00;2;R$ 960,00
4374;31/12/2019;13;R$ 3.200,00;5;R$ 16.000,00
4375;31/12/2019;23;R$ 800,00;4;R$ 3.200,00
4376;31/12/2019;4;R$ 799,90;4;R$ 3.199,60
4377;31/12/2019;4;R$ 799,90;2;R$ 1.599,80
4378;31/12/2019;16;R$ 790,00;5;R$ 3.950,00
4379;31/12/2019;25;R$ 180,00;5;R$ 900,00
4380;31/12/2019;4;R$ 799,90;2;R$ 1.599,80
